duration	week ( = 604,800 sec)	inanimate	týždeň=mužský rod, neživotné	accusative	{0} týždeň	1 týždeň=akuzatív	{0} týždne	3 týždne=akuzatív	{0} týždňa	0,1 týždňa=akuzatív	{0} týždňov	5 týždňov=akuzatív
duration	week ( = 604,800 sec)	inanimate	týždeň=mužský rod, neživotné	genitive	{0} týždňa	1 týždňa=genitív	{0} týždňov	3 týždňov=genitív	{0} týždňa	0,1 týždňa=genitív	{0} týždňov	5 týždňov=genitív
duration	week ( = 604,800 sec)	inanimate	týždeň=mužský rod, neživotné	instrumental	{0} týždňom	1 týždňom=inštrumentál	{0} týždňami	3 týždňami=inštrumentál	{0} týždňa	0,1 týždňa=inštrumentál	{0} týždňami	5 týždňami=inštrumentál
electric-current	milliamperes	n/a	n/a	nominative	{0} miliampér	1 miliampér=nominatív	{0} miliampéry	3 miliampéry=nominatív	{0} miliampéra	0,1 miliampéra=nominatív	{0} miliampérov	5 miliampérov=nominatív
electric-current	milliamperes	n/a	n/a	accusative	{0} miliampér	1 miliampér=akuzatív	{0} miliampéry	3 miliampéry=akuzatív	{0} miliampéra	0,1 miliampéra=akuzatív	{0} miliampérov	5 miliampérov=akuzatív
electric-current	milliamperes	n/a	n/a	genitive	{0} miliampér	1 miliampér=genitív	{0} miliampéry	3 miliampéry=genitív	{0} miliampéra	0,1 miliampéra=genitív	{0} miliampérov	5 miliampérov=genitív
electric-current	milliamperes	n/a	n/a	instrumental	{0} miliampér	1 miliampér=inštrumentál	{0} miliampéry	3 miliampéry=inštrumentál	{0} miliampéra	0,1 miliampéra=inštrumentál	{0} miliampérov	5 miliampérov=inštrumentál
electric-current	amperes	inanimate	ampér=mužský rod, neživotné	nominative	{0} ampér	1 ampér=nominatív	{0} ampéry	3 ampéry=nominatív	{0} ampéra	0,1 ampéra=nominatív	{0} ampérov	5 ampérov=nominatív
electric-current	amperes	inanimate	ampér=mužský rod, neživotné	accusative	{0} ampér	1 ampér=akuzatív	{0} ampéry	3 ampéry=akuzatív	{0} ampéra	0,1 ampéra=akuzatív	{0} ampérov	5 ampérov=akuzatív
electric-current	amperes	inanimate	ampér=mužský rod, neživotné	genitive	{0} ampéra	1 ampéra=genitív	{0} ampérov	3 ampérov=genitív	{0} ampéra	0,1 ampéra=genitív	{0} ampérov	5 ampérov=genitív
electric-current	amperes	inanimate	ampér=mužský rod, neživotné	instrumental	{0} ampérom	1 ampérom=inštrumentál	{0} ampérmi	3 ampérmi=inštrumentál	{0} ampéra	0,1 ampéra=inštrumentál	{0} ampérmi	5 ampérmi=inštrumentál
electric-resistance	ohms	inanimate	ohm=mužský rod, neživotné	nominative	{0} ohm	1 ohm=nominatív	{0} ohmy	3 ohmy=nominatív	{0} ohmu	0,1 ohmu=nominatív	{0} ohmov	5 ohmov=nominatív
electric-resistance	ohms	inanimate	ohm=mužský rod, neživotné	accusative	{0} ohm	1 ohm=akuzatív	{0} ohmy	3 ohmy=akuzatív	{0} ohmu	0,1 ohmu=akuzatív	{0} ohmov	5 ohmov=akuzatív
electric-resistance	ohms	inanimate	ohm=mužský rod, neživotné	genitive	{0} ohmu	1 ohmu=genitív	{0} ohmov	3 ohmov=genitív	{0} ohmu	0,1 ohmu=genitív	{0} ohmov	5 ohmov=genitív
electric-resistance	ohms	inanimate	ohm=mužský rod, neživotné	instrumental	{0} ohmom	1 ohmom=inštrumentál	{0} ohmami	3 ohmami=inštrumentál	{0} ohmu	0,1 ohmu=inštrumentál	{0} ohmami	5 ohmami=inštrumentál
energy	joules	inanimate	joule=mužský rod, neživotné	nominative	joule	joule=nominatív	{0} jouly	3 jouly=nominatív	{0} joulu	0,1 joulu=nominatív	{0} joulov	5 joulov=nominatív
energy	joules	inanimate	joule=mužský rod, neživotné	accusative	{0} joule	1 joule=akuzatív	{0} jouly	3 jouly=akuzatív	{0} joulu	0,1 joulu=akuzatív	{0} joulov	5 joulov=akuzatív
energy	joules	inanimate	joule=mužský rod, neživotné	genitive	{0} joulu	1 joulu=genitív	{0} joulov	3 joulov=genitív	{0} joulu	0,1 joulu=genitív	{0} joulov	5 joulov=genitív
energy	joules	inanimate	joule=mužský rod, neživotné	instrumental	{0} joulom	1 joulom=inštrumentál	{0} joulami	3 joulami=inštrumentál	{0} joulu	0,1 joulu=inštrumentál	{0} joulami	5 joulami=inštrumentál
energy	newton-meter ( = 1 J)	n/a	n/a	nominative	{0} newtonmeter	1 newtonmeter=nominatív	{0} newtonmetre	3 newtonmetre=nominatív	{0} newtonmetra	0,1 newtonmetra=nominatív	{0} newtonmetrov	5 newtonmetrov=nominatív
energy	newton-meter ( = 1 J)	n/a	n/a	accusative	{0} newtonmeter	1 newtonmeter=akuzatív	{0} newtonmetre	3 newtonmetre=akuzatív	{0} newtonmetra	0,1 newtonmetra=akuzatív	{0} newtonmetrov	5 newtonmetrov=akuzatív
energy	newton-meter ( = 1 J)	n/a	n/a	genitive	{0} newtonmeter	1 newtonmeter=genitív	{0} newtonmetre	3 newtonmetre=genitív	{0} newtonmetra	0,1 newtonmetra=genitív	{0} newtonmetrov	5 newtonmetrov=genitív
energy	newton-meter ( = 1 J)	n/a	n/a	instrumental	{0} newtonmeter	1 newtonmeter=inštrumentál	{0} newtonmetre	3 newtonmetre=inštrumentál	{0} newtonmetra	0,1 newtonmetra=inštrumentál	{0} newtonmetrov	5 newtonmetrov=inštrumentál
energy	calorie ( = 4.184 J)	feminine	kalória=ženský rod	nominative	{0} kalória	1 kalória=nominatív	{0} kalórie	3 kalórie=nominatív	{0} kalórie	0,1 kalórie=nominatív	{0} kalórií	5 kalórií=nominatív
energy	calorie ( = 4.184 J)	feminine	kalória=ženský rod	accusative	{0} kalóriu	1 kalóriu=akuzatív	{0} kalórie	3 kalórie=akuzatív	{0} kalórie	0,1 kalórie=akuzatív	{0} kalórií	5 kalórií=akuzatív
energy	calorie ( = 4.184 J)	feminine	kalória=ženský rod	genitive	{0} kalórie	1 kalórie=genitív	{0} kalórií	3 kalórií=genitív	{0} kalórie	0,1 kalórie=genitív	{0} kalórií	5 kalórií=genitív
energy	calorie ( = 4.184 J)	feminine	kalória=ženský rod	instrumental	{0} kalóriou	1 kalóriou=inštrumentál	{0} kalóriami	3 kalóriami=inštrumentál	{0} kalórie	0,1 kalórie=inštrumentál	{0} kalóriami	5 kalóriami=inštrumentál
energy	kilojoules	n/a	n/a	nominative	{0} kilojoule	1 kilojoule=nominatív	{0} kilojouly	3 kilojouly=nominatív	{0} kilojoulu	0,1 kilojoulu=nominatív	{0} kilojoulov	5 kilojoulov=nominatív
energy	kilojoules	n/a	n/a	accusative	{0} kilojoule	1 kilojoule=akuzatív	{0} kilojouly	3 kilojouly=akuzatív	{0} kilojoulu	0,1 kilojoulu=akuzatív	{0} kilojoulov	5 kilojoulov=akuzatív
energy	kilojoules	n/a	n/a	genitive	{0} kilojoule	1 kilojoule=genitív	{0} kilojouly	3 kilojouly=genitív	{0} kilojoulu	0,1 kilojoulu=genitív	{0} kilojoulov	5 kilojoulov=genitív
energy	kilojoules	n/a	n/a	instrumental	{0} kilojoule	1 kilojoule=inštrumentál	{0} kilojouly	3 kilojouly=inštrumentál	{0} kilojoulu	0,1 kilojoulu=inštrumentál	{0} kilojoulov	5 kilojoulov=inštrumentál
energy	kilowatt-hour ( = 3,600,000 kilogram-square meter-seconds per cubic second)	n/a	n/a	nominative	{0} kilowatthodina	1 kilowatthodina=nominatív	{0} kilowatthodiny	3 kilowatthodiny=nominatív	{0} kilowatthodiny	0,1 kilowatthodiny=nominatív	{0} kilowatthodín	5 kilowatthodín=nominatív
energy	kilowatt-hour ( = 3,600,000 kilogram-square meter-seconds per cubic second)	n/a	n/a	accusative	{0} kilowatthodina	1 kilowatthodina=akuzatív	{0} kilowatthodiny	3 kilowatthodiny=akuzatív	{0} kilowatthodiny	0,1 kilowatthodiny=akuzatív	{0} kilowatthodín	5 kilowatthodín=akuzatív
energy	kilowatt-hour ( = 3,600,000 kilogram-square meter-seconds per cubic second)	n/a	n/a	genitive	{0} kilowatthodina	1 kilowatthodina=genitív	{0} kilowatthodiny	3 kilowatthodiny=genitív	{0} kilowatthodiny	0,1 kilowatthodiny=genitív	{0} kilowatthodín	5 kilowatthodín=genitív
energy	kilowatt-hour ( = 3,600,000 kilogram-square meter-seconds per cubic second)	n/a	n/a	instrumental	{0} kilowatthodina	1 kilowatthodina=inštrumentál	{0} kilowatthodiny	3 kilowatthodiny=inštrumentál	{0} kilowatthodiny	0,1 kilowatthodiny=inštrumentál	{0} kilowatthodín	5 kilowatthodín=inštrumentál
force	newtons	inanimate	newton=mužský rod, neživotné	nominative	{0} newton	1 newton=nominatív	{0} newtony	3 newtony=nominatív	{0} newtona	0,1 newtona=nominatív	{0} newtonov	5 newtonov=nominatív
force	newtons	inanimate	newton=mužský rod, neživotné	accusative	{0} newton	1 newton=akuzatív	{0} newtony	3 newtony=akuzatív	{0} newtona	0,1 newtona=akuzatív	{0} newtonov	5 newtonov=akuzatív
force	newtons	inanimate	newton=mužský rod, neživotné	genitive	{0} newtona	1 newtona=genitív	{0} newtonov	3 newtonov=genitív	{0} newtona	0,1 newtona=genitív	{0} newtonov	5 newtonov=genitív
force	newtons	inanimate	newton=mužský rod, neživotné	instrumental	{0} newtonom	1 newtonom=inštrumentál	{0} newtonmi	3 newtonmi=inštrumentál	{0} newtona	0,1 newtona=inštrumentál	{0} newtonmi	5 newtonmi=inštrumentál
force	kilowatt-hour-per-100-kilometer ( = 36 kilogram-square meter-seconds per meter-cubic second)	n/a	n/a	nominative	{0} kWh/100km	1 kWh/100km=nominatív	{0} kWh/100km	3 kWh/100km=nominatív	{0} kWh/100km	0,1 kWh/100km=nominatív	{0} kWh/100km	5 kWh/100km=nominatív
force	kilowatt-hour-per-100-kilometer ( = 36 kilogram-square meter-seconds per meter-cubic second)	n/a	n/a	accusative	{0} kWh/100km	1 kWh/100km=akuzatív	{0} kWh/100km	3 kWh/100km=akuzatív	{0} kWh/100km	0,1 kWh/100km=akuzatív	{0} kWh/100km	5 kWh/100km=akuzatív
force	kilowatt-hour-per-100-kilometer ( = 36 kilogram-square meter-seconds per meter-cubic second)	n/a	n/a	genitive	{0} kWh/100km	1 kWh/100km=genitív	{0} kWh/100km	3 kWh/100km=genitív	{0} kWh/100km	0,1 kWh/100km=genitív	{0} kWh/100km	5 kWh/100km=genitív
force	kilowatt-hour-per-100-kilometer ( = 36 kilogram-square meter-seconds per meter-cubic second)	n/a	n/a	instrumental	{0} kWh/100km	1 kWh/100km=inštrumentál	{0} kWh/100km	3 kWh/100km=inštrumentál	{0} kWh/100km	0,1 kWh/100km=inštrumentál	{0} kWh/100km	5 kWh/100km=inštrumentál
frequency	hertz	inanimate	hertz=mužský rod, neživotné	nominative	{0} hertz	1 hertz=nominatív	{0} hertze	3 hertze=nominatív	{0} hertza	0,1 hertza=nominatív	{0} hertzov	5 hertzov=nominatív
frequency	hertz	inanimate	hertz=mužský rod, neživotné	accusative	{0} hertz	1 hertz=akuzatív	{0} hertze	3 hertze=akuzatív	{0} hertza	0,1 hertza=akuzatív	{0} hertzov	5 hertzov=akuzatív
frequency	hertz	inanimate	hertz=mužský rod, neživotné	genitive	{0} hertza	1 hertza=genitív	{0} hertzov	3 hertzov=genitív	{0} hertza	0,1 hertza=genitív	{0} hertzov	5 hertzov=genitív
frequency	hertz	inanimate	hertz=mužský rod, neživotné	instrumental	{0} hertzom	1 hertzom=inštrumentál	{0} hertzmi	3 hertzmi=inštrumentál	{0} hertza	0,1 hertza=inštrumentál	{0} hertzmi	5 hertzmi=inštrumentál
frequency	kilohertz	n/a	n/a	nominative	{0} kilohertz	1 kilohertz=nominatív	{0} kilohertze	3 kilohertze=nominatív	{0} kilohertza	0,1 kilohertza=nominatív	{0} kilohertzov	5 kilohertzov=nominatív
frequency	kilohertz	n/a	n/a	accusative	{0} kilohertz	1 kilohertz=akuzatív	{0} kilohertze	3 kilohertze=akuzatív	{0} kilohertza	0,1 kilohertza=akuzatív	{0} kilohertzov	5 kilohertzov=akuzatív
frequency	kilohertz	n/a	n/a	genitive	{0} kilohertz	1 kilohertz=genitív	{0} kilohertze	3 kilohertze=genitív	{0} kilohertza	0,1 kilohertza=genitív	{0} kilohertzov	5 kilohertzov=genitív
frequency	kilohertz	n/a	n/a	instrumental	{0} kilohertz	1 kilohertz=inštrumentál	{0} kilohertze	3 kilohertze=inštrumentál	{0} kilohertza	0,1 kilohertza=inštrumentál	{0} kilohertzov	5 kilohertzov=inštrumentál
frequency	megahertz	n/a	n/a	nominative	{0} megahertz	1 megahertz=nominatív	{0} megahertze	3 megahertze=nominatív	{0} megahertza	0,1 megahertza=nominatív	{0} megahertzov	5 megahertzov=nominatív
frequency	megahertz	n/a	n/a	accusative	{0} megahertz	1 megahertz=akuzatív	{0} megahertze	3 megahertze=akuzatív	{0} megahertza	0,1 megahertza=akuzatív	{0} megahertzov	5 megahertzov=akuzatív
frequency	megahertz	n/a	n/a	genitive	{0} megahertz	1 megahertz=genitív	{0} megahertze	3 megahertze=genitív	{0} megahertza	0,1 megahertza=genitív	{0} megahertzov	5 megahertzov=genitív
frequency	megahertz	n/a	n/a	instrumental	{0} megahertz	1 megahertz=inštrumentál	{0} megahertze	3 megahertze=inštrumentál	{0} megahertza	0,1 megahertza=inštrumentál	{0} megahertzov	5 megahertzov=inštrumentál
frequency	gigahertz	n/a	n/a	nominative	{0} gigahertz	1 gigahertz=nominatív	{0} gigahertze	3 gigahertze=nominatív	{0} gigahertza	0,1 gigahertza=nominatív	{0} gigahertzov	5 gigahertzov=nominatív
frequency	gigahertz	n/a	n/a	accusative	{0} gigahertz	1 gigahertz=akuzatív	{0} gigahertze	3 gigahertze=akuzatív	{0} gigahertza	0,1 gigahertza=akuzatív	{0} gigahertzov	5 gigahertzov=akuzatív
frequency	gigahertz	n/a	n/a	genitive	{0} gigahertz	1 gigahertz=genitív	{0} gigahertze	3 gigahertze=genitív	{0} gigahertza	0,1 gigahertza=genitív	{0} gigahertzov	5 gigahertzov=genitív
frequency	gigahertz	n/a	n/a	instrumental	{0} gigahertz	1 gigahertz=inštrumentál	{0} gigahertze	3 gigahertze=inštrumentál	{0} gigahertza	0,1 gigahertza=inštrumentál	{0} gigahertzov	5 gigahertzov=inštrumentál
graphics	pixel ( = 1 px)	inanimate	pixel=mužský rod, neživotné	nominative	{0} pixel	1 pixel=nominatív	{0} pixely	3 pixely=nominatív	{0} pixela	0,1 pixela=nominatív	{0} pixelov	5 pixelov=nominatív
graphics	pixel ( = 1 px)	inanimate	pixel=mužský rod, neživotné	accusative	{0} pixel	1 pixel=akuzatív	{0} pixely	3 pixely=akuzatív	{0} pixela	0,1 pixela=akuzatív	{0} pixelov	5 pixelov=akuzatív
graphics	pixel ( = 1 px)	inanimate	pixel=mužský rod, neživotné	genitive	{0} pixela	1 pixela=genitív	{0} pixelov	3 pixelov=genitív	{0} pixela	0,1 pixela=genitív	{0} pixelov	5 pixelov=genitív
graphics	pixel ( = 1 px)	inanimate	pixel=mužský rod, neživotné	instrumental	{0} pixelom	1 pixelom=inštrumentál	{0} pixelmi	3 pixelmi=inštrumentál	{0} pixela	0,1 pixela=inštrumentál	{0} pixelmi	5 pixelmi=inštrumentál
illuminance	lux	inanimate	lux=mužský rod, neživotné	nominative	{0} lux	1 lux=nominatív	{0} luxy	3 luxy=nominatív	{0} luxu	0,1 luxu=nominatív	{0} luxov	5 luxov=nominatív
illuminance	lux	inanimate	lux=mužský rod, neživotné	accusative	{0} lux	1 lux=akuzatív	{0} luxy	3 luxy=akuzatív	{0} luxu	0,1 luxu=akuzatív	{0} luxov	5 luxov=akuzatív
illuminance	lux	inanimate	lux=mužský rod, neživotné	genitive	{0} luxu	1 luxu=genitív	{0} luxov	3 luxov=genitív	{0} luxu	0,1 luxu=genitív	{0} luxov	5 luxov=genitív
illuminance	lux	inanimate	lux=mužský rod, neživotné	instrumental	{0} luxom	1 luxom=inštrumentál	{0} luxmi	3 luxmi=inštrumentál	{0} luxu	0,1 luxu=inštrumentál	{0} luxmi	5 luxmi=inštrumentál
length	picometers	n/a	n/a	nominative	{0} pikometer	1 pikometer=nominatív	{0} pikometre	3 pikometre=nominatív	{0} pikometra	0,1 pikometra=nominatív	{0} pikometrov	5 pikometrov=nominatív
length	picometers	n/a	n/a	accusative	{0} pikometer	1 pikometer=akuzatív	{0} pikometre	3 pikometre=akuzatív	{0} pikometra	0,1 pikometra=akuzatív	{0} pikometrov	5 pikometrov=akuzatív
length	picometers	n/a	n/a	genitive	{0} pikometer	1 pikometer=genitív	{0} pikometre	3 pikometre=genitív	{0} pikometra	0,1 pikometra=genitív	{0} pikometrov	5 pikometrov=genitív
length	picometers	n/a	n/a	instrumental	{0} pikometer	1 pikometer=inštrumentál	{0} pikometre	3 pikometre=inštrumentál	{0} pikometra	0,1 pikometra=inštrumentál	{0} pikometrov	5 pikometrov=inštrumentál
length	nanometers	n/a	n/a	nominative	{0} nanometer	1 nanometer=nominatív	{0} nanometre	3 nanometre=nominatív	{0} nanometra	0,1 nanometra=nominatív	{0} nanometrov	5 nanometrov=nominatív
length	nanometers	n/a	n/a	accusative	{0} nanometer	1 nanometer=akuzatív	{0} nanometre	3 nanometre=akuzatív	{0} nanometra	0,1 nanometra=akuzatív	{0} nanometrov	5 nanometrov=akuzatív
length	nanometers	n/a	n/a	genitive	{0} nanometer	1 nanometer=genitív	{0} nanometre	3 nanometre=genitív	{0} nanometra	0,1 nanometra=genitív	{0} nanometrov	5 nanometrov=genitív
length	nanometers	n/a	n/a	instrumental	{0} nanometer	1 nanometer=inštrumentál	{0} nanometre	3 nanometre=inštrumentál	{0} nanometra	0,1 nanometra=inštrumentál	{0} nanometrov	5 nanometrov=inštrumentál
length	micrometers	n/a	n/a	nominative	{0} mikrometer	1 mikrometer=nominatív	{0} mikrometre	3 mikrometre=nominatív	{0} mikrometra	0,1 mikrometra=nominatív	{0} mikrometrov	5 mikrometrov=nominatív
length	micrometers	n/a	n/a	accusative	{0} mikrometer	1 mikrometer=akuzatív	{0} mikrometre	3 mikrometre=akuzatív	{0} mikrometra	0,1 mikrometra=akuzatív	{0} mikrometrov	5 mikrometrov=akuzatív
length	micrometers	n/a	n/a	genitive	{0} mikrometer	1 mikrometer=genitív	{0} mikrometre	3 mikrometre=genitív	{0} mikrometra	0,1 mikrometra=genitív	{0} mikrometrov	5 mikrometrov=genitív
length	micrometers	n/a	n/a	instrumental	{0} mikrometer	1 mikrometer=inštrumentál	{0} mikrometre	3 mikrometre=inštrumentál	{0} mikrometra	0,1 mikrometra=inštrumentál	{0} mikrometrov	5 mikrometrov=inštrumentál
length	millimeters	n/a	n/a	nominative	{0} milimeter	1 milimeter=nominatív	{0} milimetre	3 milimetre=nominatív	{0} milimetra	0,1 milimetra=nominatív	{0} milimetrov	5 milimetrov=nominatív
length	millimeters	n/a	n/a	accusative	{0} milimeter	1 milimeter=akuzatív	{0} milimetre	3 milimetre=akuzatív	{0} milimetra	0,1 milimetra=akuzatív	{0} milimetrov	5 milimetrov=akuzatív
length	millimeters	n/a	n/a	genitive	{0} milimeter	1 milimeter=genitív	{0} milimetre	3 milimetre=genitív	{0} milimetra	0,1 milimetra=genitív	{0} milimetrov	5 milimetrov=genitív
length	millimeters	n/a	n/a	instrumental	{0} milimeter	1 milimeter=inštrumentál	{0} milimetre	3 milimetre=inštrumentál	{0} milimetra	0,1 milimetra=inštrumentál	{0} milimetrov	5 milimetrov=inštrumentál
length	centimeters	n/a	n/a	nominative	{0} centimeter	1 centimeter=nominatív	{0} centimetre	3 centimetre=nominatív	{0} centimetra	0,1 centimetra=nominatív	{0} centimetrov	5 centimetrov=nominatív
length	centimeters	n/a	n/a	accusative	{0} centimeter	1 centimeter=akuzatív	{0} centimetre	3 centimetre=akuzatív	{0} centimetra	0,1 centimetra=akuzatív	{0} centimetrov	5 centimetrov=akuzatív
length	centimeters	n/a	n/a	genitive	{0} centimeter	1 centimeter=genitív	{0} centimetre	3 centimetre=genitív	{0} centimetra	0,1 centimetra=genitív	{0} centimetrov	5 centimetrov=genitív
length	centimeters	n/a	n/a	instrumental	{0} centimeter	1 centimeter=inštrumentál	{0} centimetre	3 centimetre=inštrumentál	{0} centimetra	0,1 centimetra=inštrumentál	{0} centimetrov	5 centimetrov=inštrumentál
length	decimeters	n/a	n/a	nominative	{0} decimeter	1 decimeter=nominatív	{0} decimetre	3 decimetre=nominatív	{0} decimetra	0,1 decimetra=nominatív	{0} decimetrov	5 decimetrov=nominatív
length	decimeters	n/a	n/a	accusative	{0} decimeter	1 decimeter=akuzatív	{0} decimetre	3 decimetre=akuzatív	{0} decimetra	0,1 decimetra=akuzatív	{0} decimetrov	5 decimetrov=akuzatív
length	decimeters	n/a	n/a	genitive	{0} decimeter	1 decimeter=genitív	{0} decimetre	3 decimetre=genitív	{0} decimetra	0,1 decimetra=genitív	{0} decimetrov	5 decimetrov=genitív
length	decimeters	n/a	n/a	instrumental	{0} decimeter	1 decimeter=inštrumentál	{0} decimetre	3 decimetre=inštrumentál	{0} decimetra	0,1 decimetra=inštrumentál	{0} decimetrov	5 decimetrov=inštrumentál
length	meters	inanimate	meter=mužský rod, neživotné	nominative	{0} meter	1 meter=nominatív	{0} metre	3 metre=nominatív	{0} metra	0,1 metra=nominatív	{0} metrov	5 metrov=nominatív
length	meters	inanimate	meter=mužský rod, neživotné	accusative	{0} meter	1 meter=akuzatív	{0} metre	3 metre=akuzatív	{0} metra	0,1 metra=akuzatív	{0} metrov	5 metrov=akuzatív
length	meters	inanimate	meter=mužský rod, neživotné	genitive	{0} metra	1 metra=genitív	{0} metrov	3 metrov=genitív	{0} metra	0,1 metra=genitív	{0} metrov	5 metrov=genitív
length	meters	inanimate	meter=mužský rod, neživotné	instrumental	{0} metrom	1 metrom=inštrumentál	{0} metrami	3 metrami=inštrumentál	{0} metra	0,1 metra=inštrumentál	{0} metrami	5 metrami=inštrumentál
length	kilometers	n/a	n/a	nominative	{0} kilometer	1 kilometer=nominatív	{0} kilometre	3 kilometre=nominatív	{0} kilometra	0,1 kilometra=nominatív	{0} kilometrov	5 kilometrov=nominatív
length	kilometers	n/a	n/a	accusative	{0} kilometer	1 kilometer=akuzatív	{0} kilometre	3 kilometre=akuzatív	{0} kilometra	0,1 kilometra=akuzatív	{0} kilometrov	5 kilometrov=akuzatív
length	kilometers	n/a	n/a	genitive	{0} kilometer	1 kilometer=genitív	{0} kilometre	3 kilometre=genitív	{0} kilometra	0,1 kilometra=genitív	{0} kilometrov	5 kilometrov=genitív
length	kilometers	n/a	n/a	instrumental	{0} kilometer	1 kilometer=inštrumentál	{0} kilometre	3 kilometre=inštrumentál	{0} kilometra	0,1 kilometra=inštrumentál	{0} kilometrov	5 kilometrov=inštrumentál
length	mile-scandinavian ( = 10 km)	feminine	škandinávska míľa=ženský rod	nominative	{0} škandinávska míľa	1 škandinávska míľa=nominatív	{0} škandinávske míle	3 škandinávske míle=nominatív	{0} škandinávskej míle	0,1 škandinávskej míle=nominatív	{0} škandinávskych míľ	5 škandinávskych míľ=nominatív
length	mile-scandinavian ( = 10 km)	feminine	škandinávska míľa=ženský rod	accusative	{0} škandinávsku míľu	1 škandinávsku míľu=akuzatív	{0} škandinávske míle	3 škandinávske míle=akuzatív	{0} škandinávskej míle	0,1 škandinávskej míle=akuzatív	{0} škandinávskych míľ	5 škandinávskych míľ=akuzatív
length	mile-scandinavian ( = 10 km)	feminine	škandinávska míľa=ženský rod	genitive	{0} škandinávskej míle	1 škandinávskej míle=genitív	{0} škandinávskych míľ	3 škandinávskych míľ=genitív	{0} škandinávskej míle	0,1 škandinávskej míle=genitív	{0} škandinávskych míľ	5 škandinávskych míľ=genitív
length	mile-scandinavian ( = 10 km)	feminine	škandinávska míľa=ženský rod	instrumental	{0} škandinávskou míľou	1 škandinávskou míľou=inštrumentál	{0} škandinávskymi míľami	3 škandinávskymi míľami=inštrumentál	{0} škandinávskej míle	0,1 škandinávskej míle=inštrumentál	{0} škandinávskymi míľami	5 škandinávskymi míľami=inštrumentál
luminous-flux	lumen	inanimate	lúmen=mužský rod, neživotné	nominative	{0} lúmen	1 lúmen=nominatív	{0} lúmeny	3 lúmeny=nominatív	{0} lúmenu	0,1 lúmenu=nominatív	{0} lúmenov	5 lúmenov=nominatív
luminous-flux	lumen	inanimate	lúmen=mužský rod, neživotné	accusative	{0} lúmen	1 lúmen=akuzatív	{0} lúmeny	3 lúmeny=akuzatív	{0} lúmenu	0,1 lúmenu=akuzatív	{0} lúmenov	5 lúmenov=akuzatív
luminous-flux	lumen	inanimate	lúmen=mužský rod, neživotné	genitive	{0} lúmenu	1 lúmenu=genitív	{0} lúmenov	3 lúmenov=genitív	{0} lúmenu	0,1 lúmenu=genitív	{0} lúmenov	5 lúmenov=genitív
luminous-flux	lumen	inanimate	lúmen=mužský rod, neživotné	instrumental	{0} lúmenom	1 lúmenom=inštrumentál	{0} lúmenmi	3 lúmenmi=inštrumentál	{0} lúmenu	0,1 lúmenu=inštrumentál	{0} lúmenmi	5 lúmenmi=inštrumentál
luminous-intensity	candela	feminine	kandela=ženský rod	nominative	{0} kandela	1 kandela=nominatív	{0} kandely	3 kandely=nominatív	{0} kandely	0,1 kandely=nominatív	{0} kandel	5 kandel=nominatív
luminous-intensity	candela	feminine	kandela=ženský rod	accusative	{0} kandelu	1 kandelu=akuzatív	{0} kandely	3 kandely=akuzatív	{0} kandely	0,1 kandely=akuzatív	{0} kandel	5 kandel=akuzatív
luminous-intensity	candela	feminine	kandela=ženský rod	genitive	{0} kandely	1 kandely=genitív	{0} kandel	3 kandel=genitív	{0} kandely	0,1 kandely=genitív	{0} kandel	5 kandel=genitív
luminous-intensity	candela	feminine	kandela=ženský rod	instrumental	{0} kandelou	1 kandelou=inštrumentál	{0} kandelami	3 kandelami=inštrumentál	{0} kandely	0,1 kandely=inštrumentál	{0} kandelami	5 kandelami=inštrumentál
mass	micrograms	n/a	n/a	nominative	{0} mikrogram	1 mikrogram=nominatív	{0} mikrogramy	3 mikrogramy=nominatív	{0} mikrogramu	0,1 mikrogramu=nominatív	{0} mikrogramov	5 mikrogramov=nominatív
mass	micrograms	n/a	n/a	accusative	{0} mikrogram	1 mikrogram=akuzatív	{0} mikrogramy	3 mikrogramy=akuzatív	{0} mikrogramu	0,1 mikrogramu=akuzatív	{0} mikrogramov	5 mikrogramov=akuzatív
mass	micrograms	n/a	n/a	genitive	{0} mikrogram	1 mikrogram=genitív	{0} mikrogramy	3 mikrogramy=genitív	{0} mikrogramu	0,1 mikrogramu=genitív	{0} mikrogramov	5 mikrogramov=genitív
mass	micrograms	n/a	n/a	instrumental	{0} mikrogram	1 mikrogram=inštrumentál	{0} mikrogramy	3 mikrogramy=inštrumentál	{0} mikrogramu	0,1 mikrogramu=inštrumentál	{0} mikrogramov	5 mikrogramov=inštrumentál
mass	milligrams	n/a	n/a	nominative	{0} miligram	1 miligram=nominatív	{0} miligramy	3 miligramy=nominatív	{0} miligramu	0,1 miligramu=nominatív	{0} miligramov	5 miligramov=nominatív
mass	milligrams	n/a	n/a	accusative	{0} miligram	1 miligram=akuzatív	{0} miligramy	3 miligramy=akuzatív	{0} miligramu	0,1 miligramu=akuzatív	{0} miligramov	5 miligramov=akuzatív
mass	milligrams	n/a	n/a	genitive	{0} miligram	1 miligram=genitív	{0} miligramy	3 miligramy=genitív	{0} miligramu	0,1 miligramu=genitív	{0} miligramov	5 miligramov=genitív
mass	milligrams	n/a	n/a	instrumental	{0} miligram	1 miligram=inštrumentál	{0} miligramy	3 miligramy=inštrumentál	{0} miligramu	0,1 miligramu=inštrumentál	{0} miligramov	5 miligramov=inštrumentál
