# Grammatical Features
#Locale	ID	Feature	Usage	Values
Latvian	lv	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative
Latvian	lv	grammaticalCase	units	nominative, accusative, genitive, locative, dative
Latvian	lv	grammaticalGender	general	masculine, feminine

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	zero	{0} diennakšu	<div class='cldr_example'><span class='cldr_substituted'>10</span> diennakšu</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> diennakšu</div>
Plural	one	{0} diennakts	<div class='cldr_example'><span class='cldr_substituted'>1</span> diennakts</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> diennakts</div>
Plural	other	{0} diennaktis	<div class='cldr_example'><span class='cldr_substituted'>2</span> diennaktis</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> diennaktis</div>
Case (for measurement units)	nominative	pagājusi {0}	<div class='cldr_example'>pagājusi <span class='cldr_substituted'>1 megapikselis</span></div><div class='cldr_example'>❌  pagājusi <span class='cldr_substituted'>1 megapikseli</span></div>
Case (for measurement units)	accusative	palikt {0}	<div class='cldr_example'>palikt <span class='cldr_substituted'>1 megapikseli</span></div><div class='cldr_example'>❌  palikt <span class='cldr_substituted'>1 megapikselim</span></div>
Case (for measurement units)	genitive	{0} brauciens	<div class='cldr_example'><span class='cldr_substituted'>10 MP</span> brauciens</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 megapikseli</span> brauciens</div>
Case (for measurement units)	locative	izdarīts {0}	<div class='cldr_example'>izdarīts <span class='cldr_substituted'>1 megapikselī</span></div><div class='cldr_example'>❌  izdarīts <span class='cldr_substituted'>1 megapikseli</span></div>
Case (for measurement units)	dative	pietiks {0}	<div class='cldr_example'>pietiks <span class='cldr_substituted'>1 megapikselim</span></div><div class='cldr_example'>❌  pietiks <span class='cldr_substituted'>1 megapikseli</span></div>
Gender (for measurement units)	masculine	viens {0}	<div class='cldr_example'>viens <span class='cldr_substituted'>mēnesis</span></div><div class='cldr_example'>❌  viens <span class='cldr_substituted'>diena</span></div>
Gender (for measurement units)	feminine	gara {0}	<div class='cldr_example'>gara <span class='cldr_substituted'>diena</span></div><div class='cldr_example'>❌  gara <span class='cldr_substituted'>mēnesis</span></div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for zero	Case MP + pattern with 10.0	Pattern for one	Case MP + pattern with 21.0	Pattern for other	Case MP + pattern with 3.0
consumption-inverse	mile-per-gallon-imperial • ( = ~354006.1899346471 meters per cubic meter)	n/a	n/a	locative	{0} jūdžu uz britu galonu	izdarīts 10 jūdžu uz britu galonu	{0} jūdze uz britu galonu	izdarīts 21 jūdze uz britu galonu	{0} jūdzes uz britu galonu	izdarīts 3 jūdzes uz britu galonu
consumption-inverse	mile-per-gallon-imperial • ( = ~354006.1899346471 meters per cubic meter)	n/a	n/a	dative	{0} jūdžu uz britu galonu	pietiks 10 jūdžu uz britu galonu	{0} jūdze uz britu galonu	pietiks 21 jūdze uz britu galonu	{0} jūdzes uz britu galonu	pietiks 3 jūdzes uz britu galonu
consumption-inverse	mile-per-gallon • ( = ~425143.707430272 meters per cubic meter)	n/a	n/a	nominative	{0} jūdžu uz galonu	pagājusi 10 jūdžu uz galonu	{0} jūdze uz galonu	pagājusi 21 jūdze uz galonu	{0} jūdzes uz galonu	pagājusi 3 jūdzes uz galonu
consumption-inverse	mile-per-gallon • ( = ~425143.707430272 meters per cubic meter)	n/a	n/a	accusative	{0} jūdžu uz galonu	palikt 10 jūdžu uz galonu	{0} jūdze uz galonu	palikt 21 jūdze uz galonu	{0} jūdzes uz galonu	palikt 3 jūdzes uz galonu
consumption-inverse	mile-per-gallon • ( = ~425143.707430272 meters per cubic meter)	n/a	n/a	genitive	{0} jūdžu uz galonu	10 jūdžu uz galonu brauciens	{0} jūdze uz galonu	21 jūdze uz galonu brauciens	{0} jūdzes uz galonu	3 jūdzes uz galonu brauciens
consumption-inverse	mile-per-gallon • ( = ~425143.707430272 meters per cubic meter)	n/a	n/a	locative	{0} jūdžu uz galonu	izdarīts 10 jūdžu uz galonu	{0} jūdze uz galonu	izdarīts 21 jūdze uz galonu	{0} jūdzes uz galonu	izdarīts 3 jūdzes uz galonu
consumption-inverse	mile-per-gallon • ( = ~425143.707430272 meters per cubic meter)	n/a	n/a	dative	{0} jūdžu uz galonu	pietiks 10 jūdžu uz galonu	{0} jūdze uz galonu	pietiks 21 jūdze uz galonu	{0} jūdzes uz galonu	pietiks 3 jūdzes uz galonu
digital	bits	masculine	viens bits	nominative	{0} bitu	pagājusi 10 bitu	{0} bits	pagājusi 21 bits	{0} biti	pagājusi 3 biti
digital	bits	masculine	viens bits	accusative	{0} bitu	palikt 10 bitu	{0} bitu	palikt 21 bitu	{0} bitus	palikt 3 bitus
digital	bits	masculine	viens bits	genitive	{0} bitu	10 bitu brauciens	{0} bita	21 bita brauciens	{0} bitu	3 bitu brauciens
digital	bits	masculine	viens bits	locative	{0} bitu	izdarīts 10 bitu	{0} bitā	izdarīts 21 bitā	{0} bitos	izdarīts 3 bitos
digital	bits	masculine	viens bits	dative	{0} bitu	pietiks 10 bitu	{0} bitam	pietiks 21 bitam	{0} bitiem	pietiks 3 bitiem
digital	byte • ( = 8 bit)	masculine	viens baits	nominative	{0} baitu	pagājusi 10 baitu	{0} baits	pagājusi 21 baits	{0} baiti	pagājusi 3 baiti
digital	byte • ( = 8 bit)	masculine	viens baits	accusative	{0} baitu	palikt 10 baitu	{0} baitu	palikt 21 baitu	{0} baitus	palikt 3 baitus
digital	byte • ( = 8 bit)	masculine	viens baits	genitive	{0} baitu	10 baitu brauciens	{0} baita	21 baita brauciens	{0} baitu	3 baitu brauciens
digital	byte • ( = 8 bit)	masculine	viens baits	locative	{0} baitu	izdarīts 10 baitu	{0} baitā	izdarīts 21 baitā	{0} baitos	izdarīts 3 baitos
digital	byte • ( = 8 bit)	masculine	viens baits	dative	{0} baitu	pietiks 10 baitu	{0} baitam	pietiks 21 baitam	{0} baitiem	pietiks 3 baitiem
digital	kilobits	masculine	viens kilobits	nominative	{0} kilobitu	pagājusi 10 kilobitu	{0} kilobits	pagājusi 21 kilobits	{0} kilobiti	pagājusi 3 kilobiti
digital	kilobits	masculine	viens kilobits	accusative	{0} kilobitu	palikt 10 kilobitu	{0} kilobitu	palikt 21 kilobitu	{0} kilobitus	palikt 3 kilobitus
digital	kilobits	masculine	viens kilobits	genitive	{0} kilobitu	10 kilobitu brauciens	{0} kilobita	21 kilobita brauciens	{0} kilobitu	3 kilobitu brauciens
digital	kilobits	masculine	viens kilobits	locative	{0} kilobitu	izdarīts 10 kilobitu	{0} kilobitā	izdarīts 21 kilobitā	{0} kilobitos	izdarīts 3 kilobitos
digital	kilobits	masculine	viens kilobits	dative	{0} kilobitu	pietiks 10 kilobitu	{0} kilobitam	pietiks 21 kilobitam	{0} kilobitiem	pietiks 3 kilobitiem
digital	kilobyte • ( = 8 kb)	masculine	viens kilobaits	nominative	{0} kilobaitu	pagājusi 10 kilobaitu	{0} kilobaits	pagājusi 21 kilobaits	{0} kilobaiti	pagājusi 3 kilobaiti
digital	kilobyte • ( = 8 kb)	masculine	viens kilobaits	accusative	{0} kilobaitu	palikt 10 kilobaitu	{0} kilobaitu	palikt 21 kilobaitu	{0} kilobaitus	palikt 3 kilobaitus
digital	kilobyte • ( = 8 kb)	masculine	viens kilobaits	genitive	{0} kilobaitu	10 kilobaitu brauciens	{0} kilobaita	21 kilobaita brauciens	{0} kilobaitu	3 kilobaitu brauciens
digital	kilobyte • ( = 8 kb)	masculine	viens kilobaits	locative	{0} kilobaitu	izdarīts 10 kilobaitu	{0} kilobaitā	izdarīts 21 kilobaitā	{0} kilobaitos	izdarīts 3 kilobaitos
digital	kilobyte • ( = 8 kb)	masculine	viens kilobaits	dative	{0} kilobaitu	pietiks 10 kilobaitu	{0} kilobaitam	pietiks 21 kilobaitam	{0} kilobaitiem	pietiks 3 kilobaitiem
digital	megabits	masculine	viens megabits	nominative	{0} megabitu	pagājusi 10 megabitu	{0} megabits	pagājusi 21 megabits	{0} megabiti	pagājusi 3 megabiti
digital	megabits	masculine	viens megabits	accusative	{0} megabitu	palikt 10 megabitu	{0} megabitu	palikt 21 megabitu	{0} megabitus	palikt 3 megabitus
digital	megabits	masculine	viens megabits	genitive	{0} megabitu	10 megabitu brauciens	{0} megabita	21 megabita brauciens	{0} megabitu	3 megabitu brauciens
digital	megabits	masculine	viens megabits	locative	{0} megabitu	izdarīts 10 megabitu	{0} megabitā	izdarīts 21 megabitā	{0} megabitos	izdarīts 3 megabitos
digital	megabits	masculine	viens megabits	dative	{0} megabitu	pietiks 10 megabitu	{0} megabitam	pietiks 21 megabitam	{0} megabitiem	pietiks 3 megabitiem
digital	megabyte • ( = 8 Mb)	masculine	viens megabaits	nominative	{0} megabaitu	pagājusi 10 megabaitu	{0} megabaits	pagājusi 21 megabaits	{0} megabaits	pagājusi 3 megabaits
digital	megabyte • ( = 8 Mb)	masculine	viens megabaits	accusative	{0} megabaitu	palikt 10 megabaitu	{0} megabaitu	palikt 21 megabaitu	{0} megabaitus	palikt 3 megabaitus
digital	megabyte • ( = 8 Mb)	masculine	viens megabaits	genitive	{0} megabaitu	10 megabaitu brauciens	{0} megabaita	21 megabaita brauciens	{0} megabaitu	3 megabaitu brauciens
digital	megabyte • ( = 8 Mb)	masculine	viens megabaits	locative	{0} megabaitu	izdarīts 10 megabaitu	{0} megabaitā	izdarīts 21 megabaitā	{0} megabaitos	izdarīts 3 megabaitos
digital	megabyte • ( = 8 Mb)	masculine	viens megabaits	dative	{0} megabaitu	pietiks 10 megabaitu	{0} megabaitam	pietiks 21 megabaitam	{0} megabaitiem	pietiks 3 megabaitiem
digital	gigabits	masculine	viens gigabits	nominative	{0} gigabitu	pagājusi 10 gigabitu	{0} gigabits	pagājusi 21 gigabits	{0} gigabiti	pagājusi 3 gigabiti
digital	gigabits	masculine	viens gigabits	accusative	{0} gigabitu	palikt 10 gigabitu	{0} gigabitu	palikt 21 gigabitu	{0} gigabitus	palikt 3 gigabitus
digital	gigabits	masculine	viens gigabits	genitive	{0} gigabitu	10 gigabitu brauciens	{0} gigabita	21 gigabita brauciens	{0} gigabitu	3 gigabitu brauciens
digital	gigabits	masculine	viens gigabits	locative	{0} gigabitu	izdarīts 10 gigabitu	{0} gigabitā	izdarīts 21 gigabitā	{0} gigabitos	izdarīts 3 gigabitos
digital	gigabits	masculine	viens gigabits	dative	{0} gigabitu	pietiks 10 gigabitu	{0} gigabitam	pietiks 21 gigabitam	{0} gigabitiem	pietiks 3 gigabitiem
digital	gigabyte • ( = 8 Gb)	masculine	viens gigabaits	nominative	{0} gigabaitu	pagājusi 10 gigabaitu	{0} gigabaits	pagājusi 21 gigabaits	{0} gigabaiti	pagājusi 3 gigabaiti
digital	gigabyte • ( = 8 Gb)	masculine	viens gigabaits	accusative	{0} gigabaitu	palikt 10 gigabaitu	{0} gigabaitu	palikt 21 gigabaitu	{0} gigabaitus	palikt 3 gigabaitus
digital	gigabyte • ( = 8 Gb)	masculine	viens gigabaits	genitive	{0} gigabaitu	10 gigabaitu brauciens	{0} gigabaita	21 gigabaita brauciens	{0} gigabaitu	3 gigabaitu brauciens
digital	gigabyte • ( = 8 Gb)	masculine	viens gigabaits	locative	{0} gigabaitu	izdarīts 10 gigabaitu	{0} gigabaitā	izdarīts 21 gigabaitā	{0} gigabaitos	izdarīts 3 gigabaitos
digital	gigabyte • ( = 8 Gb)	masculine	viens gigabaits	dative	{0} gigabaitu	pietiks 10 gigabaitu	{0} gigabaitam	pietiks 21 gigabaitam	{0} gigabaitiem	pietiks 3 gigabaitiem
digital	terabits	masculine	viens terabits	nominative	{0} terabitu	pagājusi 10 terabitu	{0} terabits	pagājusi 21 terabits	{0} terabiti	pagājusi 3 terabiti
digital	terabits	masculine	viens terabits	accusative	{0} terabitu	palikt 10 terabitu	{0} terabitu	palikt 21 terabitu	{0} terabitus	palikt 3 terabitus
digital	terabits	masculine	viens terabits	genitive	{0} terabitu	10 terabitu brauciens	{0} terabita	21 terabita brauciens	{0} terabitu	3 terabitu brauciens
digital	terabits	masculine	viens terabits	locative	{0} terabitu	izdarīts 10 terabitu	{0} terabitā	izdarīts 21 terabitā	{0} terabitos	izdarīts 3 terabitos
digital	terabits	masculine	viens terabits	dative	{0} terabitu	pietiks 10 terabitu	{0} terabitam	pietiks 21 terabitam	{0} terabitiem	pietiks 3 terabitiem
digital	terabyte • ( = 8 Tb)	masculine	viens terabaits	nominative	{0} terabaitu	pagājusi 10 terabaitu	{0} terabaits	pagājusi 21 terabaits	{0} terabaiti	pagājusi 3 terabaiti
digital	terabyte • ( = 8 Tb)	masculine	viens terabaits	accusative	{0} terabaitu	palikt 10 terabaitu	{0} terabaitu	palikt 21 terabaitu	{0} terabaitus	palikt 3 terabaitus
digital	terabyte • ( = 8 Tb)	masculine	viens terabaits	genitive	{0} terabaitu	10 terabaitu brauciens	{0} terabaita	21 terabaita brauciens	{0} terabaitu	3 terabaitu brauciens
digital	terabyte • ( = 8 Tb)	masculine	viens terabaits	locative	{0} terabaitu	izdarīts 10 terabaitu	{0} terabaitam	izdarīts 21 terabaitam	{0} terabaitos	izdarīts 3 terabaitos
digital	terabyte • ( = 8 Tb)	masculine	viens terabaits	dative	{0} terabaitu	pietiks 10 terabaitu	{0} terabaitam	pietiks 21 terabaitam	{0} terabaitiem	pietiks 3 terabaitiem
digital	petabyte • ( = 8000 Tb)	masculine	viens petabaits	nominative	{0} petabaitu	pagājusi 10 petabaitu	{0} petabaits	pagājusi 21 petabaits	{0} petabaiti	pagājusi 3 petabaiti
digital	petabyte • ( = 8000 Tb)	masculine	viens petabaits	accusative	{0} petabaitu	palikt 10 petabaitu	{0} petabaitu	palikt 21 petabaitu	{0} petabaitus	palikt 3 petabaitus
digital	petabyte • ( = 8000 Tb)	masculine	viens petabaits	genitive	{0} petabaitu	10 petabaitu brauciens	{0} petabaita	21 petabaita brauciens	{0} petabaitu	3 petabaitu brauciens
digital	petabyte • ( = 8000 Tb)	masculine	viens petabaits	locative	{0} petabaitu	izdarīts 10 petabaitu	{0} petabaitā	izdarīts 21 petabaitā	{0} petabaitos	izdarīts 3 petabaitos
digital	petabyte • ( = 8000 Tb)	masculine	viens petabaits	dative	{0} petabaitu	pietiks 10 petabaitu	{0} petabaitam	pietiks 21 petabaitam	{0} petabaitiem	pietiks 3 petabaitiem
duration	nanoseconds	feminine	gara nanosekunde	nominative	{0} nanosekunžu	pagājusi 10 nanosekunžu	{0} nanosekunde	pagājusi 21 nanosekunde	{0} nanosekundes	pagājusi 3 nanosekundes
duration	nanoseconds	feminine	gara nanosekunde	accusative	{0} nanosekunžu	palikt 10 nanosekunžu	{0} nanosekundi	palikt 21 nanosekundi	{0} nanosekundes	palikt 3 nanosekundes
duration	nanoseconds	feminine	gara nanosekunde	genitive	{0} nanosekunžu	10 nanosekunžu brauciens	{0} nanosekundes	21 nanosekundes brauciens	{0} nanosekunžu	3 nanosekunžu brauciens
duration	nanoseconds	feminine	gara nanosekunde	locative	{0} nanosekunžu	izdarīts 10 nanosekunžu	{0} nanosekundē	izdarīts 21 nanosekundē	{0} nanosekundēs	izdarīts 3 nanosekundēs
duration	nanoseconds	feminine	gara nanosekunde	dative	{0} nanosekunžu	pietiks 10 nanosekunžu	{0} nanosekundei	pietiks 21 nanosekundei	{0} nanosekundēm	pietiks 3 nanosekundēm
duration	microseconds	feminine	gara mikrosekunde	nominative	{0} mikrosekunžu	pagājusi 10 mikrosekunžu	{0} mikrosekunde	pagājusi 21 mikrosekunde	{0} mikrosekundes	pagājusi 3 mikrosekundes
duration	microseconds	feminine	gara mikrosekunde	accusative	{0} mikrosekunžu	palikt 10 mikrosekunžu	{0} mikrosekundi	palikt 21 mikrosekundi	{0} mikrosekundes	palikt 3 mikrosekundes
duration	microseconds	feminine	gara mikrosekunde	genitive	{0} mikrosekunžu	10 mikrosekunžu brauciens	{0} mikrosekundes	21 mikrosekundes brauciens	{0} mikrosekunžu	3 mikrosekunžu brauciens
duration	microseconds	feminine	gara mikrosekunde	locative	{0} mikrosekunžu	izdarīts 10 mikrosekunžu	{0} mikrosekundē	izdarīts 21 mikrosekundē	{0} mikrosekundēs	izdarīts 3 mikrosekundēs
duration	microseconds	feminine	gara mikrosekunde	dative	{0} mikrosekunžu	pietiks 10 mikrosekunžu	{0} mikrosekundei	pietiks 21 mikrosekundei	{0} mikrosekundēm	pietiks 3 mikrosekundēm
duration	milliseconds	feminine	gara milisekunde	nominative	{0} milisekunžu	pagājusi 10 milisekunžu	{0} milisekunde	pagājusi 21 milisekunde	{0} milisekundes	pagājusi 3 milisekundes
duration	milliseconds	feminine	gara milisekunde	accusative	{0} milisekunžu	palikt 10 milisekunžu	{0} milisekundi	palikt 21 milisekundi	{0} milisekundes	palikt 3 milisekundes
duration	milliseconds	feminine	gara milisekunde	genitive	{0} milisekunžu	10 milisekunžu brauciens	{0} milisekundes	21 milisekundes brauciens	{0} milisekunžu	3 milisekunžu brauciens
duration	milliseconds	feminine	gara milisekunde	locative	{0} milisekunžu	izdarīts 10 milisekunžu	{0} milisekundē	izdarīts 21 milisekundē	{0} milisekundēs	izdarīts 3 milisekundēs
duration	milliseconds	feminine	gara milisekunde	dative	{0} milisekunžu	pietiks 10 milisekunžu	{0} milisekundei	pietiks 21 milisekundei	{0} milisekundēm	pietiks 3 milisekundēm
duration	seconds	feminine	gara sekunde	nominative	{0} sekunžu	pagājusi 10 sekunžu	{0} sekunde	pagājusi 21 sekunde	{0} sekundes	pagājusi 3 sekundes
duration	seconds	feminine	gara sekunde	accusative	{0} sekunžu	palikt 10 sekunžu	{0} sekundi	palikt 21 sekundi	{0} sekundes	palikt 3 sekundes
duration	seconds	feminine	gara sekunde	genitive	{0} sekunžu	10 sekunžu brauciens	{0} sekundes	21 sekundes brauciens	{0} sekunžu	3 sekunžu brauciens
duration	seconds	feminine	gara sekunde	locative	{0} sekunžu	izdarīts 10 sekunžu	{0} sekundē	izdarīts 21 sekundē	{0} sekundēs	izdarīts 3 sekundēs
duration	seconds	feminine	gara sekunde	dative	{0} sekunžu	pietiks 10 sekunžu	{0} sekundei	pietiks 21 sekundei	{0} sekundēm	pietiks 3 sekundēm
duration	minute • ( = 60 sec)	feminine	gara minūte	nominative	{0} minūšu	pagājusi 10 minūšu	{0} minūte	pagājusi 21 minūte	{0} minūtes	pagājusi 3 minūtes
duration	minute • ( = 60 sec)	feminine	gara minūte	accusative	{0} minūšu	palikt 10 minūšu	{0} minūti	palikt 21 minūti	{0} minūtes	palikt 3 minūtes
duration	minute • ( = 60 sec)	feminine	gara minūte	genitive	{0} minūšu	10 minūšu brauciens	{0} minūtes	21 minūtes brauciens	{0} minūšu	3 minūšu brauciens
duration	minute • ( = 60 sec)	feminine	gara minūte	locative	{0} minūšu	izdarīts 10 minūšu	{0} minūtē	izdarīts 21 minūtē	{0} minūtēs	izdarīts 3 minūtēs
duration	minute • ( = 60 sec)	feminine	gara minūte	dative	{0} minūšu	pietiks 10 minūšu	{0} minūtei	pietiks 21 minūtei	{0} minūtēm	pietiks 3 minūtēm
duration	hour • ( = 3600 sec)	feminine	gara stunda	nominative	{0} stundu	pagājusi 10 stundu	{0} stunda	pagājusi 21 stunda	{0} stundas	pagājusi 3 stundas
duration	hour • ( = 3600 sec)	feminine	gara stunda	accusative	{0} stundu	palikt 10 stundu	{0} stundu	palikt 21 stundu	{0} stundas	palikt 3 stundas
duration	hour • ( = 3600 sec)	feminine	gara stunda	genitive	{0} stundu	10 stundu brauciens	{0} stundas	21 stundas brauciens	{0} stundu	3 stundu brauciens
duration	hour • ( = 3600 sec)	feminine	gara stunda	locative	{0} stundu	izdarīts 10 stundu	{0} stundā	izdarīts 21 stundā	{0} stundās	izdarīts 3 stundās
duration	hour • ( = 3600 sec)	feminine	gara stunda	dative	{0} stundu	pietiks 10 stundu	{0} stundai	pietiks 21 stundai	{0} stundām	pietiks 3 stundām
duration	day • ( = 86400 sec)	feminine	gara diena	nominative	{0} dienu	pagājusi 10 dienu	{0} diena	pagājusi 21 diena	{0} dienas	pagājusi 3 dienas
duration	day • ( = 86400 sec)	feminine	gara diena	accusative	{0} dienu	palikt 10 dienu	{0} dienu	palikt 21 dienu	{0} dienas	palikt 3 dienas
duration	day • ( = 86400 sec)	feminine	gara diena	genitive	{0} dienu	10 dienu brauciens	{0} dienas	21 dienas brauciens	{0} dienu	3 dienu brauciens
duration	day • ( = 86400 sec)	feminine	gara diena	locative	{0} dienu	izdarīts 10 dienu	{0} dienā	izdarīts 21 dienā	{0} dienās	izdarīts 3 dienās
duration	day • ( = 86400 sec)	feminine	gara diena	dative	{0} dienu	pietiks 10 dienu	{0} dienai	pietiks 21 dienai	{0} dienām	pietiks 3 dienām
duration	week • ( = 604800 sec)	feminine	gara nedēļa	nominative	{0} nedēļu	pagājusi 10 nedēļu	{0} nedēļa	pagājusi 21 nedēļa	{0} nedēļas	pagājusi 3 nedēļas
duration	week • ( = 604800 sec)	feminine	gara nedēļa	accusative	{0} nedēļu	palikt 10 nedēļu	{0} nedēļu	palikt 21 nedēļu	{0} nedēļas	palikt 3 nedēļas
duration	week • ( = 604800 sec)	feminine	gara nedēļa	genitive	{0} nedēļu	10 nedēļu brauciens	{0} nedēļas	21 nedēļas brauciens	{0} nedēļu	3 nedēļu brauciens
duration	week • ( = 604800 sec)	feminine	gara nedēļa	locative	{0} nedēļu	izdarīts 10 nedēļu	{0} nedēļā	izdarīts 21 nedēļā	{0} nedēļās	izdarīts 3 nedēļās
duration	week • ( = 604800 sec)	feminine	gara nedēļa	dative	{0} nedēļu	pietiks 10 nedēļu	{0} nedēļai	pietiks 21 nedēļai	{0} nedēļām	pietiks 3 nedēļām
electric-current	milliamperes	masculine	viens miliampērs	nominative	{0} miliampēru	pagājusi 10 miliampēru	{0} miliampērs	pagājusi 21 miliampērs	{0} miliampēri	pagājusi 3 miliampēri
electric-current	milliamperes	masculine	viens miliampērs	accusative	{0} miliampēru	palikt 10 miliampēru	{0} miliampēru	palikt 21 miliampēru	{0} miliampērus	palikt 3 miliampērus
electric-current	milliamperes	masculine	viens miliampērs	genitive	{0} miliampēru	10 miliampēru brauciens	{0} miliampēra	21 miliampēra brauciens	{0} miliampēru	3 miliampēru brauciens
electric-current	milliamperes	masculine	viens miliampērs	locative	{0} miliampēru	izdarīts 10 miliampēru	{0} miliampērā	izdarīts 21 miliampērā	{0} miliampēros	izdarīts 3 miliampēros
electric-current	milliamperes	masculine	viens miliampērs	dative	{0} miliampēru	pietiks 10 miliampēru	{0} miliampēram	pietiks 21 miliampēram	{0} miliampēriem	pietiks 3 miliampēriem
electric-current	amperes	masculine	viens ampērs	nominative	{0} ampēru	pagājusi 10 ampēru	{0} ampērs	pagājusi 21 ampērs	{0} ampēri	pagājusi 3 ampēri
electric-current	amperes	masculine	viens ampērs	accusative	{0} ampēru	palikt 10 ampēru	{0} ampēru	palikt 21 ampēru	{0} ampērus	palikt 3 ampērus
electric-current	amperes	masculine	viens ampērs	genitive	{0} ampēru	10 ampēru brauciens	{0} ampēra	21 ampēra brauciens	{0} ampēru	3 ampēru brauciens
electric-current	amperes	masculine	viens ampērs	locative	{0} ampēru	izdarīts 10 ampēru	{0} ampērā	izdarīts 21 ampērā	{0} ampēros	izdarīts 3 ampēros
electric-current	amperes	masculine	viens ampērs	dative	{0} ampēru	pietiks 10 ampēru	{0} ampēram	pietiks 21 ampēram	{0} ampēriem	pietiks 3 ampēriem
electric-resistance	ohms	masculine	viens oms	nominative	{0} omu	pagājusi 10 omu	{0} oms	pagājusi 21 oms	{0} omi	pagājusi 3 omi
electric-resistance	ohms	masculine	viens oms	accusative	{0} omu	palikt 10 omu	{0} omu	palikt 21 omu	{0} omus	palikt 3 omus
electric-resistance	ohms	masculine	viens oms	genitive	{0} omu	10 omu brauciens	{0} oma	21 oma brauciens	{0} omu	3 omu brauciens
electric-resistance	ohms	masculine	viens oms	locative	{0} omu	izdarīts 10 omu	{0} omā	izdarīts 21 omā	{0} omos	izdarīts 3 omos
electric-resistance	ohms	masculine	viens oms	dative	{0} omu	pietiks 10 omu	{0} omam	pietiks 21 omam	{0} omiem	pietiks 3 omiem
energy	joules	masculine	viens džouls	nominative	{0} džoulu	pagājusi 10 džoulu	{0} džouls	pagājusi 21 džouls	{0} džouli	pagājusi 3 džouli
energy	joules	masculine	viens džouls	accusative	{0} džoulu	palikt 10 džoulu	{0} džoulu	palikt 21 džoulu	{0} džoulus	palikt 3 džoulus
energy	joules	masculine	viens džouls	genitive	{0} džoulu	10 džoulu brauciens	{0} džoula	21 džoula brauciens	{0} džoulus	3 džoulus brauciens
energy	joules	masculine	viens džouls	locative	{0} džoulu	izdarīts 10 džoulu	{0} džoulā	izdarīts 21 džoulā	{0} džoulos	izdarīts 3 džoulos
energy	joules	masculine	viens džouls	dative	{0} džoulu	pietiks 10 džoulu	{0} džoulam	pietiks 21 džoulam	{0} džouliem	pietiks 3 džouliem
energy	newton-meter • ( = 1 J)	masculine	viens ņūtonmetrs	nominative	{0} ņūtonmetru	pagājusi 10 ņūtonmetru	{0} ņūtonmetrs	pagājusi 21 ņūtonmetrs	{0} ņūtonmetri	pagājusi 3 ņūtonmetri
energy	newton-meter • ( = 1 J)	masculine	viens ņūtonmetrs	accusative	{0} ņūtonmetru	palikt 10 ņūtonmetru	{0} ņūtonmetru	palikt 21 ņūtonmetru	{0} ņūtonmetus	palikt 3 ņūtonmetus
energy	newton-meter • ( = 1 J)	masculine	viens ņūtonmetrs	genitive	{0} ņūtonmetru	10 ņūtonmetru brauciens	{0} ņūtonmetra	21 ņūtonmetra brauciens	{0} ņūtonmetru	3 ņūtonmetru brauciens
energy	newton-meter • ( = 1 J)	masculine	viens ņūtonmetrs	locative	{0} ņūtonmetru	izdarīts 10 ņūtonmetru	{0} ņūtonmetrā	izdarīts 21 ņūtonmetrā	{0} ņūtonmetros	izdarīts 3 ņūtonmetros
energy	newton-meter • ( = 1 J)	masculine	viens ņūtonmetrs	dative	{0} ņūtonmetru	pietiks 10 ņūtonmetru	{0} ņūtonmetram	pietiks 21 ņūtonmetram	{0} ņūtonmetriem	pietiks 3 ņūtonmetriem
energy	pound-force-foot • ( = 1.3558179483314004 J)	n/a	n/a	nominative	{0} mārciņpēdu	pagājusi 10 mārciņpēdu	{0} mārciņpēda	pagājusi 21 mārciņpēda	{0} mārciņpēdas	pagājusi 3 mārciņpēdas
energy	pound-force-foot • ( = 1.3558179483314004 J)	n/a	n/a	accusative	{0} mārciņpēdu	palikt 10 mārciņpēdu	{0} mārciņpēda	palikt 21 mārciņpēda	{0} mārciņpēdas	palikt 3 mārciņpēdas
energy	pound-force-foot • ( = 1.3558179483314004 J)	n/a	n/a	genitive	{0} mārciņpēdu	10 mārciņpēdu brauciens	{0} mārciņpēda	21 mārciņpēda brauciens	{0} mārciņpēdas	3 mārciņpēdas brauciens
energy	pound-force-foot • ( = 1.3558179483314004 J)	n/a	n/a	locative	{0} mārciņpēdu	izdarīts 10 mārciņpēdu	{0} mārciņpēda	izdarīts 21 mārciņpēda	{0} mārciņpēdas	izdarīts 3 mārciņpēdas
energy	pound-force-foot • ( = 1.3558179483314004 J)	n/a	n/a	dative	{0} mārciņpēdu	pietiks 10 mārciņpēdu	{0} mārciņpēda	pietiks 21 mārciņpēda	{0} mārciņpēdas	pietiks 3 mārciņpēdas
energy	calorie • ( = 4.184 J)	feminine	gara kalorija	nominative	{0} kaloriju	pagājusi 10 kaloriju	{0} kalorija	pagājusi 21 kalorija	{0} kalorijas	pagājusi 3 kalorijas
