# Grammatical Features
#Locale	ID	Feature	Usage	Values
Icelandic	is	grammaticalCase	general	nominative, accusative, genitive, dative
Icelandic	is	grammaticalDefiniteness	general	indefinite, definite
Icelandic	is	grammaticalGender	general	masculine, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} dagur	<div class='cldr_example'><span class='cldr_substituted'>1</span> dagur</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> dagur</div>
Plural	other	{0} dagar	<div class='cldr_example'><span class='cldr_substituted'>2</span> dagar</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> dagar</div>
Case (for measurement units)	nominative	hér er {0}	<div class='cldr_example'>hér er <span class='cldr_substituted'>2 dagar</span></div><div class='cldr_example'>❌  hér er <span class='cldr_substituted'>1 dag</span></div>
Case (for measurement units)	accusative	um {0}	<div class='cldr_example'>um <span class='cldr_substituted'>1 dag</span></div><div class='cldr_example'>❌  um <span class='cldr_substituted'>1 degi</span></div>
Case (for measurement units)	genitive	til {0}	<div class='cldr_example'>til <span class='cldr_substituted'>2 daga</span></div><div class='cldr_example'>❌  til <span class='cldr_substituted'>1 dag</span></div>
Case (for measurement units)	dative	frá {0}	<div class='cldr_example'>frá <span class='cldr_substituted'>1 degi</span></div><div class='cldr_example'>❌  frá <span class='cldr_substituted'>1 dag</span></div>
Gender (for measurement units)	masculine	Einn {0} eftir	<div class='cldr_example'>Einn <span class='cldr_substituted'>dagur</span> eftir</div><div class='cldr_example'>❌  Einn <span class='cldr_substituted'>klukkustund</span> eftir</div>
Gender (for measurement units)	feminine	Ein {0} eftir	<div class='cldr_example'>Ein <span class='cldr_substituted'>klukkustund</span> eftir</div><div class='cldr_example'>❌  Ein <span class='cldr_substituted'>dagur</span> eftir</div>
Gender (for measurement units)	neuter	Eitt {0} eftir	<div class='cldr_example'>Eitt <span class='cldr_substituted'>ár</span> eftir</div><div class='cldr_example'>❌  Eitt <span class='cldr_substituted'>klukkustund</span> eftir</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 21.0	Pattern for other	Case MP + pattern with 2.0
duration	day • ( = 86400 sec)	masculine	Einn dagur eftir	nominative	{0} dagur	hér er 21 dagur	{0} dagar	hér er 2 dagar
duration	day • ( = 86400 sec)	masculine	Einn dagur eftir	accusative	{0} dag	um 21 dag	{0} daga	um 2 daga
duration	day • ( = 86400 sec)	masculine	Einn dagur eftir	genitive	{0} dags	til 21 dags	{0} daga	til 2 daga
duration	day • ( = 86400 sec)	masculine	Einn dagur eftir	dative	{0} degi	frá 21 degi	{0} dögum	frá 2 dögum
duration	day-person • ( = 86400 sec)	masculine	Einn dagur eftir	nominative	{0} dagur	hér er 21 dagur	{0} dagar	hér er 2 dagar
duration	day-person • ( = 86400 sec)	masculine	Einn dagur eftir	accusative	{0} dag	um 21 dag	{0} daga	um 2 daga
duration	day-person • ( = 86400 sec)	masculine	Einn dagur eftir	genitive	{0} dags	til 21 dags	{0} daga	til 2 daga
duration	day-person • ( = 86400 sec)	masculine	Einn dagur eftir	dative	{0} degi	frá 21 degi	{0} dögum	frá 2 dögum
duration	week • ( = 604800 sec)	feminine	Ein vika eftir	nominative	{0} vika	hér er 21 vika	{0} vikur	hér er 2 vikur
duration	week • ( = 604800 sec)	feminine	Ein vika eftir	accusative	{0} viku	um 21 viku	{0} vikur	um 2 vikur
duration	week • ( = 604800 sec)	feminine	Ein vika eftir	genitive	{0} viku	til 21 viku	{0} vikna	til 2 vikna
duration	week • ( = 604800 sec)	feminine	Ein vika eftir	dative	{0} viku	frá 21 viku	{0} vikum	frá 2 vikum
electric-current	milliamperes	neuter	Eitt milliamper eftir	nominative	{0} milliamper	hér er 21 milliamper	{0} milliamper	hér er 2 milliamper
electric-current	milliamperes	neuter	Eitt milliamper eftir	accusative	{0} milliamper	um 21 milliamper	{0} milliamper	um 2 milliamper
electric-current	milliamperes	neuter	Eitt milliamper eftir	genitive	{0} milliampers	til 21 milliampers	{0} milliampera	til 2 milliampera
electric-current	milliamperes	neuter	Eitt milliamper eftir	dative	{0} milliamperi	frá 21 milliamperi	{0} milliamperum	frá 2 milliamperum
electric-current	amperes	neuter	Eitt amper eftir	nominative	{0} amper	hér er 21 amper	{0} amper	hér er 2 amper
electric-current	amperes	neuter	Eitt amper eftir	accusative	{0} amper	um 21 amper	{0} amper	um 2 amper
electric-current	amperes	neuter	Eitt amper eftir	genitive	{0} ampers	til 21 ampers	{0} ampera	til 2 ampera
electric-current	amperes	neuter	Eitt amper eftir	dative	{0} amperi	frá 21 amperi	{0} amperum	frá 2 amperum
electric-resistance	ohms	neuter	Eitt óm eftir	nominative	{0} óm	hér er 21 óm	{0} óm	hér er 2 óm
electric-resistance	ohms	neuter	Eitt óm eftir	accusative	{0} óm	um 21 óm	{0} óm	um 2 óm
electric-resistance	ohms	neuter	Eitt óm eftir	genitive	{0} óms	til 21 óms	{0} óma	til 2 óma
electric-resistance	ohms	neuter	Eitt óm eftir	dative	{0} ómi	frá 21 ómi	{0} ómum	frá 2 ómum
energy	joules	neuter	Eitt júl eftir	nominative	{0} júl	hér er 21 júl	{0} júl	hér er 2 júl
energy	joules	neuter	Eitt júl eftir	accusative	{0} júl	um 21 júl	{0} júl	um 2 júl
energy	joules	neuter	Eitt júl eftir	genitive	{0} júls	til 21 júls	{0} júla	til 2 júla
energy	joules	neuter	Eitt júl eftir	dative	{0} júli	frá 21 júli	{0} júlum	frá 2 júlum
energy	newton-meter • ( = 1 J)	masculine	Einn njútonmetri eftir	nominative	{0} njútonmetri	hér er 21 njútonmetri	{0} njútonmetrar	hér er 2 njútonmetrar
energy	newton-meter • ( = 1 J)	masculine	Einn njútonmetri eftir	accusative	{0} njútonmetra	um 21 njútonmetra	{0} njútonmetra	um 2 njútonmetra
energy	newton-meter • ( = 1 J)	masculine	Einn njútonmetri eftir	genitive	{0} njútonmetra	til 21 njútonmetra	{0} njútonmetra	til 2 njútonmetra
energy	newton-meter • ( = 1 J)	masculine	Einn njútonmetri eftir	dative	{0} njútonmetra	frá 21 njútonmetra	{0} njútonmetrum	frá 2 njútonmetrum
energy	pound-force-foot • ( = 1.3558179483314004 J)	n/a	n/a	nominative	{0} pundfet	hér er 21 pundfet	{0} pundfet	hér er 2 pundfet
energy	pound-force-foot • ( = 1.3558179483314004 J)	n/a	n/a	accusative	{0} pundfet	um 21 pundfet	{0} pundfet	um 2 pundfet
energy	pound-force-foot • ( = 1.3558179483314004 J)	n/a	n/a	genitive	{0} pundfet	til 21 pundfet	{0} pundfet	til 2 pundfet
energy	pound-force-foot • ( = 1.3558179483314004 J)	n/a	n/a	dative	{0} pundfet	frá 21 pundfet	{0} pundfet	frá 2 pundfet
energy	calorie • ( = 4.184 J)	feminine	Ein kaloría eftir	nominative	{0} kaloría	hér er 21 kaloría	{0} kaloríur	hér er 2 kaloríur
energy	calorie • ( = 4.184 J)	feminine	Ein kaloría eftir	accusative	{0} kaloríu	um 21 kaloríu	{0} kaloríur	um 2 kaloríur
energy	calorie • ( = 4.184 J)	feminine	Ein kaloría eftir	genitive	{0} kaloríu	til 21 kaloríu	{0} kaloría	til 2 kaloría
energy	calorie • ( = 4.184 J)	feminine	Ein kaloría eftir	dative	{0} kaloríu	frá 21 kaloríu	{0} kaloríum	frá 2 kaloríum
energy	kilojoules	neuter	Eitt kílójúl eftir	nominative	{0} kílójúl	hér er 21 kílójúl	{0} kílójúl	hér er 2 kílójúl
energy	kilojoules	neuter	Eitt kílójúl eftir	accusative	{0} kílójúl	um 21 kílójúl	{0} kílójúl	um 2 kílójúl
energy	kilojoules	neuter	Eitt kílójúl eftir	genitive	{0} kílójúls	til 21 kílójúls	{0} kílójúla	til 2 kílójúla
energy	kilojoules	neuter	Eitt kílójúl eftir	dative	{0} kílójúli	frá 21 kílójúli	{0} kílójúlum	frá 2 kílójúlum
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	n/a	n/a	nominative	{0} Bresk varmaeining	hér er 21 Bresk varmaeining	{0} Breskar varmaeiningar	hér er 2 Breskar varmaeiningar
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	n/a	n/a	accusative	{0} Bresk varmaeining	um 21 Bresk varmaeining	{0} Breskar varmaeiningar	um 2 Breskar varmaeiningar
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	n/a	n/a	genitive	{0} Bresk varmaeining	til 21 Bresk varmaeining	{0} Breskar varmaeiningar	til 2 Breskar varmaeiningar
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	n/a	n/a	dative	{0} Bresk varmaeining	frá 21 Bresk varmaeining	{0} Breskar varmaeiningar	frá 2 Breskar varmaeiningar
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	nominative	{0} hitaeining	hér er 21 hitaeining	{0} hitaeiningar	hér er 2 hitaeiningar
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	accusative	{0} hitaeining	um 21 hitaeining	{0} hitaeiningar	um 2 hitaeiningar
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	genitive	{0} hitaeining	til 21 hitaeining	{0} hitaeiningar	til 2 hitaeiningar
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	dative	{0} hitaeining	frá 21 hitaeining	{0} hitaeiningar	frá 2 hitaeiningar
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	feminine	Ein kílóvattstund eftir	nominative	{0} kílóvattstund	hér er 21 kílóvattstund	{0} kílóvattstundir	hér er 2 kílóvattstundir
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	feminine	Ein kílóvattstund eftir	accusative	{0} kílóvattstund	um 21 kílóvattstund	{0} kílóvattstundir	um 2 kílóvattstundir
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	feminine	Ein kílóvattstund eftir	genitive	{0} kílóvattstundar	til 21 kílóvattstundar	{0} kílóvattstunda	til 2 kílóvattstunda
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	feminine	Ein kílóvattstund eftir	dative	{0} kílóvattstund	frá 21 kílóvattstund	{0} kílóvattstundum	frá 2 kílóvattstundum
energy	therm-us • ( = 105480.4 kJ)	n/a	n/a	nominative	{0} bandarísk varmaeining	hér er 21 bandarísk varmaeining	{0} bandarískar varmaeiningar	hér er 2 bandarískar varmaeiningar
energy	therm-us • ( = 105480.4 kJ)	n/a	n/a	accusative	{0} bandarísk varmaeining	um 21 bandarísk varmaeining	{0} bandarískar varmaeiningar	um 2 bandarískar varmaeiningar
energy	therm-us • ( = 105480.4 kJ)	n/a	n/a	genitive	{0} bandarísk varmaeining	til 21 bandarísk varmaeining	{0} bandarískar varmaeiningar	til 2 bandarískar varmaeiningar
energy	therm-us • ( = 105480.4 kJ)	n/a	n/a	dative	{0} bandarísk varmaeining	frá 21 bandarísk varmaeining	{0} bandarískar varmaeiningar	frá 2 bandarískar varmaeiningar
force	newtons	neuter	Eitt njúton eftir	nominative	{0} njúton	hér er 21 njúton	{0} njúton	hér er 2 njúton
force	newtons	neuter	Eitt njúton eftir	accusative	{0} njúton	um 21 njúton	{0} njúton	um 2 njúton
force	newtons	neuter	Eitt njúton eftir	genitive	{0} njútons	til 21 njútons	{0} njútons	til 2 njútons
force	newtons	neuter	Eitt njúton eftir	dative	{0} njútoni	frá 21 njútoni	{0} njútoni	frá 2 njútoni
force	pound-force • ( = 4.4482216152605 N)	n/a	n/a	nominative	{0} kraftur punds	hér er 21 kraftur punds	{0} kraftar punds	hér er 2 kraftar punds
force	pound-force • ( = 4.4482216152605 N)	n/a	n/a	accusative	{0} kraftur punds	um 21 kraftur punds	{0} kraftar punds	um 2 kraftar punds
force	pound-force • ( = 4.4482216152605 N)	n/a	n/a	genitive	{0} kraftur punds	til 21 kraftur punds	{0} kraftar punds	til 2 kraftar punds
force	pound-force • ( = 4.4482216152605 N)	n/a	n/a	dative	{0} kraftur punds	frá 21 kraftur punds	{0} kraftar punds	frá 2 kraftar punds
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	neuter	Eitt kílóvatt á 100 kílómetra eftir	nominative	{0} kílóvatt á 100 kílómetra	hér er 21 kílóvatt á 100 kílómetra	{0} kílóvött á 100 kílómetra	hér er 2 kílóvött á 100 kílómetra
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	neuter	Eitt kílóvatt á 100 kílómetra eftir	accusative	{0} kílóvatt á 100 kílómetra	um 21 kílóvatt á 100 kílómetra	{0} kílóvött á 100 kílómetra	um 2 kílóvött á 100 kílómetra
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	neuter	Eitt kílóvatt á 100 kílómetra eftir	genitive	{0} kílóvatts á 100 kílómetra	til 21 kílóvatts á 100 kílómetra	{0} kílóvatta á 100 kílómetra	til 2 kílóvatta á 100 kílómetra
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	neuter	Eitt kílóvatt á 100 kílómetra eftir	dative	{0} kílóvatti á 100 kílómetra	frá 21 kílóvatti á 100 kílómetra	{0} kílóvöttum á 100 kílómetra	frá 2 kílóvöttum á 100 kílómetra
frequency	hertz	neuter	Eitt hertz eftir	nominative	{0} hertz	hér er 21 hertz	{0} hertz	hér er 2 hertz
frequency	hertz	neuter	Eitt hertz eftir	accusative	{0} hertz	um 21 hertz	{0} hertz	um 2 hertz
frequency	hertz	neuter	Eitt hertz eftir	genitive	{0} hertz	til 21 hertz	{0} hertza	til 2 hertza
frequency	hertz	neuter	Eitt hertz eftir	dative	{0} hertzi	frá 21 hertzi	{0} hertzum	frá 2 hertzum
frequency	kilohertz	neuter	Eitt kílóhertz eftir	nominative	{0} kílóhertz	hér er 21 kílóhertz	{0} kílóhertz	hér er 2 kílóhertz
frequency	kilohertz	neuter	Eitt kílóhertz eftir	accusative	{0} kílóhertz	um 21 kílóhertz	{0} kílóhertz	um 2 kílóhertz
frequency	kilohertz	neuter	Eitt kílóhertz eftir	genitive	{0} kílóhertz	til 21 kílóhertz	{0} kílóhertz	til 2 kílóhertz
frequency	kilohertz	neuter	Eitt kílóhertz eftir	dative	{0} kílóhertz	frá 21 kílóhertz	{0} kílóhertz	frá 2 kílóhertz
frequency	megahertz	neuter	Eitt megahertz eftir	nominative	{0} megahertz	hér er 21 megahertz	{0} megahertz	hér er 2 megahertz
frequency	megahertz	neuter	Eitt megahertz eftir	accusative	{0} megahertz	um 21 megahertz	{0} megahertz	um 2 megahertz
frequency	megahertz	neuter	Eitt megahertz eftir	genitive	{0} megahertz	til 21 megahertz	{0} megahertz	til 2 megahertz
frequency	megahertz	neuter	Eitt megahertz eftir	dative	{0} megahertz	frá 21 megahertz	{0} megahertz	frá 2 megahertz
frequency	gigahertz	neuter	Eitt gígahertz eftir	nominative	{0} gígahertz	hér er 21 gígahertz	{0} gígahertz	hér er 2 gígahertz
frequency	gigahertz	neuter	Eitt gígahertz eftir	accusative	{0} gígahertz	um 21 gígahertz	{0} gígahertz	um 2 gígahertz
frequency	gigahertz	neuter	Eitt gígahertz eftir	genitive	{0} gígahertz	til 21 gígahertz	{0} gígahertz	til 2 gígahertz
frequency	gigahertz	neuter	Eitt gígahertz eftir	dative	{0} gígahertz	frá 21 gígahertz	{0} gígahertz	frá 2 gígahertz
graphics	pixel • ( = 1 dot)	masculine	Einn pixill eftir	nominative	{0} pixill	hér er 21 pixill	{0} pixlar	hér er 2 pixlar
graphics	pixel • ( = 1 dot)	masculine	Einn pixill eftir	accusative	{0} pixil	um 21 pixil	{0} pixla	um 2 pixla
graphics	pixel • ( = 1 dot)	masculine	Einn pixill eftir	genitive	{0} pixils	til 21 pixils	{0} pixla	til 2 pixla
graphics	pixel • ( = 1 dot)	masculine	Einn pixill eftir	dative	{0} pixli	frá 21 pixli	{0} pixlum	frá 2 pixlum
graphics	megapixels	masculine	Einn megapixill eftir	nominative	{0} megapixill	hér er 21 megapixill	{0} megapixlar	hér er 2 megapixlar
graphics	megapixels	masculine	Einn megapixill eftir	accusative	{0} megapixil	um 21 megapixil	{0} megapixla	um 2 megapixla
graphics	megapixels	masculine	Einn megapixill eftir	genitive	{0} megapixils	til 21 megapixils	{0} megapixla	til 2 megapixla
graphics	megapixels	masculine	Einn megapixill eftir	dative	{0} megapixli	frá 21 megapixli	{0} megapixlum	frá 2 megapixlum
illuminance	lux	neuter	Eitt lúx eftir	nominative	{0} lúx	hér er 21 lúx	{0} lúx	hér er 2 lúx
illuminance	lux	neuter	Eitt lúx eftir	accusative	{0} lúx	um 21 lúx	{0} lúx	um 2 lúx
illuminance	lux	neuter	Eitt lúx eftir	genitive	{0} lúx	til 21 lúx	{0} lúxa	til 2 lúxa
illuminance	lux	neuter	Eitt lúx eftir	dative	{0} lúxi	frá 21 lúxi	{0} lúxum	frá 2 lúxum
length	picometers	masculine	Einn píkómetri eftir	nominative	{0} píkómetri	hér er 21 píkómetri	{0} píkómetrar	hér er 2 píkómetrar
length	picometers	masculine	Einn píkómetri eftir	accusative	{0} píkómetra	um 21 píkómetra	{0} píkómetra	um 2 píkómetra
length	picometers	masculine	Einn píkómetri eftir	genitive	{0} píkómetra	til 21 píkómetra	{0} píkómetra	til 2 píkómetra
length	picometers	masculine	Einn píkómetri eftir	dative	{0} píkómetra	frá 21 píkómetra	{0} píkómetrum	frá 2 píkómetrum
length	nanometers	masculine	Einn nanómetri eftir	nominative	{0} nanómetri	hér er 21 nanómetri	{0} nanómetrar	hér er 2 nanómetrar
length	nanometers	masculine	Einn nanómetri eftir	accusative	{0} nanómetra	um 21 nanómetra	{0} nanómetra	um 2 nanómetra
length	nanometers	masculine	Einn nanómetri eftir	genitive	{0} nanómetra	til 21 nanómetra	{0} nanómetra	til 2 nanómetra
length	nanometers	masculine	Einn nanómetri eftir	dative	{0} nanómetra	frá 21 nanómetra	{0} nanómetrum	frá 2 nanómetrum
length	micrometers	masculine	Einn míkrómetri eftir	nominative	{0} míkrómetri	hér er 21 míkrómetri	{0} míkrómetrar	hér er 2 míkrómetrar
length	micrometers	masculine	Einn míkrómetri eftir	accusative	{0} míkrómetra	um 21 míkrómetra	{0} míkrómetra	um 2 míkrómetra
length	micrometers	masculine	Einn míkrómetri eftir	genitive	{0} míkrómetra	til 21 míkrómetra	{0} míkrómetra	til 2 míkrómetra
length	micrometers	masculine	Einn míkrómetri eftir	dative	{0} míkrómetra	frá 21 míkrómetra	{0} míkrómetrum	frá 2 míkrómetrum
length	point • ( = 352.˙7 μm)	n/a	n/a	nominative	{0} stig	hér er 21 stig	{0} stig	hér er 2 stig
length	point • ( = 352.˙7 μm)	n/a	n/a	accusative	{0} stig	um 21 stig	{0} stig	um 2 stig
length	point • ( = 352.˙7 μm)	n/a	n/a	genitive	{0} stig	til 21 stig	{0} stig	til 2 stig
length	point • ( = 352.˙7 μm)	n/a	n/a	dative	{0} stig	frá 21 stig	{0} stig	frá 2 stig
length	millimeters	masculine	Einn millimetri eftir	nominative	{0} millimetri	hér er 21 millimetri	{0} millimetrar	hér er 2 millimetrar
length	millimeters	masculine	Einn millimetri eftir	accusative	{0} millimetra	um 21 millimetra	{0} millimetra	um 2 millimetra
length	millimeters	masculine	Einn millimetri eftir	genitive	{0} millimetra	til 21 millimetra	{0} millimetra	til 2 millimetra
length	millimeters	masculine	Einn millimetri eftir	dative	{0} millimetra	frá 21 millimetra	{0} millimetrum	frá 2 millimetrum
length	centimeters	masculine	Einn sentimetri eftir	nominative	{0} sentimetri	hér er 21 sentimetri	{0} sentimetrar	hér er 2 sentimetrar
length	centimeters	masculine	Einn sentimetri eftir	accusative	{0} sentimetra	um 21 sentimetra	{0} sentimetra	um 2 sentimetra
length	centimeters	masculine	Einn sentimetri eftir	genitive	{0} sentimetra	til 21 sentimetra	{0} sentimetra	til 2 sentimetra
length	centimeters	masculine	Einn sentimetri eftir	dative	{0} sentimetra	frá 21 sentimetra	{0} sentimetrum	frá 2 sentimetrum
length	inch • ( = 2.54 cm)	n/a	n/a	nominative	{0} tomma	hér er 21 tomma	{0} tommur	hér er 2 tommur
length	inch • ( = 2.54 cm)	n/a	n/a	accusative	{0} tomma	um 21 tomma	{0} tommur	um 2 tommur
length	inch • ( = 2.54 cm)	n/a	n/a	genitive	{0} tomma	til 21 tomma	{0} tommur	til 2 tommur
length	inch • ( = 2.54 cm)	n/a	n/a	dative	{0} tomma	frá 21 tomma	{0} tommur	frá 2 tommur
length	decimeters	masculine	Einn desimetri eftir	nominative	{0} desimetri	hér er 21 desimetri	{0} desimetrar	hér er 2 desimetrar
length	decimeters	masculine	Einn desimetri eftir	accusative	{0} desimetra	um 21 desimetra	{0} desimetra	um 2 desimetra
length	decimeters	masculine	Einn desimetri eftir	genitive	{0} desimetra	til 21 desimetra	{0} desimetra	til 2 desimetra
length	decimeters	masculine	Einn desimetri eftir	dative	{0} desimetra	frá 21 desimetra	{0} desimetrum	frá 2 desimetrum
length	foot • ( = 3.048 dm)	n/a	n/a	nominative	{0} fet	hér er 21 fet	{0} fet	hér er 2 fet
length	foot • ( = 3.048 dm)	n/a	n/a	accusative	{0} fet	um 21 fet	{0} fet	um 2 fet
length	foot • ( = 3.048 dm)	n/a	n/a	genitive	{0} fet	til 21 fet	{0} fet	til 2 fet
length	foot • ( = 3.048 dm)	n/a	n/a	dative	{0} fet	frá 21 fet	{0} fet	frá 2 fet
length	yard • ( = 0.9144 m)	n/a	n/a	nominative	{0} yard	hér er 21 yard	{0} yardar	hér er 2 yardar
length	yard • ( = 0.9144 m)	n/a	n/a	accusative	{0} yard	um 21 yard	{0} yardar	um 2 yardar
length	yard • ( = 0.9144 m)	n/a	n/a	genitive	{0} yard	til 21 yard	{0} yardar	til 2 yardar
length	yard • ( = 0.9144 m)	n/a	n/a	dative	{0} yard	frá 21 yard	{0} yardar	frá 2 yardar
length	meters	masculine	Einn metri eftir	nominative	{0} metri	hér er 21 metri	{0} metrar	hér er 2 metrar
length	meters	masculine	Einn metri eftir	accusative	{0} metra	um 21 metra	{0} metra	um 2 metra
length	meters	masculine	Einn metri eftir	genitive	{0} metra	til 21 metra	{0} metra	til 2 metra
length	meters	masculine	Einn metri eftir	dative	{0} metra	frá 21 metra	{0} metrum	frá 2 metrum
length	fathom • ( = 1.8288 m)	n/a	n/a	nominative	{0} faðmur	hér er 21 faðmur	{0} faðmar	hér er 2 faðmar
length	fathom • ( = 1.8288 m)	n/a	n/a	accusative	{0} faðmur	um 21 faðmur	{0} faðmar	um 2 faðmar
length	fathom • ( = 1.8288 m)	n/a	n/a	genitive	{0} faðmur	til 21 faðmur	{0} faðmar	til 2 faðmar
length	fathom • ( = 1.8288 m)	n/a	n/a	dative	{0} faðmur	frá 21 faðmur	{0} faðmar	frá 2 faðmar
length	furlong • ( = 201.168 m)	n/a	n/a	nominative	{0} furlong	hér er 21 furlong	{0} furlong	hér er 2 furlong
length	furlong • ( = 201.168 m)	n/a	n/a	accusative	{0} furlong	um 21 furlong	{0} furlong	um 2 furlong
length	furlong • ( = 201.168 m)	n/a	n/a	genitive	{0} furlong	til 21 furlong	{0} furlong	til 2 furlong
length	furlong • ( = 201.168 m)	n/a	n/a	dative	{0} furlong	frá 21 furlong	{0} furlong	frá 2 furlong
length	kilometers	masculine	Einn kílómetri eftir	nominative	{0} kílómetri	hér er 21 kílómetri	{0} kílómetrar	hér er 2 kílómetrar
length	kilometers	masculine	Einn kílómetri eftir	accusative	{0} kílómetra	um 21 kílómetra	{0} kílómetra	um 2 kílómetra
length	kilometers	masculine	Einn kílómetri eftir	genitive	{0} kílómetra	til 21 kílómetra	{0} kílómetra	til 2 kílómetra
length	kilometers	masculine	Einn kílómetri eftir	dative	{0} kílómetra	frá 21 kílómetra	{0} kílómetrum	frá 2 kílómetrum
length	mile • ( = 1.609344 km)	n/a	n/a	nominative	{0} míla	hér er 21 míla	{0} mílur	hér er 2 mílur
length	mile • ( = 1.609344 km)	n/a	n/a	accusative	{0} míla	um 21 míla	{0} mílur	um 2 mílur
length	mile • ( = 1.609344 km)	n/a	n/a	genitive	{0} míla	til 21 míla	{0} mílur	til 2 mílur
length	mile • ( = 1.609344 km)	n/a	n/a	dative	{0} míla	frá 21 míla	{0} mílur	frá 2 mílur
length	mile-scandinavian • ( = 10 km)	feminine	Ein sænsk míla eftir	nominative	{0} sænsk míla	hér er 21 sænsk míla	{0} sænskar mílur	hér er 2 sænskar mílur
length	mile-scandinavian • ( = 10 km)	feminine	Ein sænsk míla eftir	accusative	{0} sænska mílu	um 21 sænska mílu	{0} sænskar mílur	um 2 sænskar mílur
length	mile-scandinavian • ( = 10 km)	feminine	Ein sænsk míla eftir	genitive	{0} sænskrar mílu	til 21 sænskrar mílu	{0} sænskra mílna	til 2 sænskra mílna
length	mile-scandinavian • ( = 10 km)	feminine	Ein sænsk míla eftir	dative	{0} sænskri mílu	frá 21 sænskri mílu	{0} sænskum mílum	frá 2 sænskum mílum
length	earth-radius • ( = 6378.1 km)	n/a	n/a	nominative	{0} geisli jarðar	hér er 21 geisli jarðar	{0} geisli jarðar	hér er 2 geisli jarðar
length	earth-radius • ( = 6378.1 km)	n/a	n/a	accusative	{0} geisli jarðar	um 21 geisli jarðar	{0} geisli jarðar	um 2 geisli jarðar
length	earth-radius • ( = 6378.1 km)	n/a	n/a	genitive	{0} geisli jarðar	til 21 geisli jarðar	{0} geisli jarðar	til 2 geisli jarðar
length	earth-radius • ( = 6378.1 km)	n/a	n/a	dative	{0} geisli jarðar	frá 21 geisli jarðar	{0} geisli jarðar	frá 2 geisli jarðar
length	solar-radius • ( = 695700 km)	n/a	n/a	nominative	{0} sólarradíus	hér er 21 sólarradíus	{0} sólarradíusar	hér er 2 sólarradíusar
length	solar-radius • ( = 695700 km)	n/a	n/a	accusative	{0} sólarradíus	um 21 sólarradíus	{0} sólarradíusar	um 2 sólarradíusar
length	solar-radius • ( = 695700 km)	n/a	n/a	genitive	{0} sólarradíus	til 21 sólarradíus	{0} sólarradíusar	til 2 sólarradíusar
length	solar-radius • ( = 695700 km)	n/a	n/a	dative	{0} sólarradíus	frá 21 sólarradíus	{0} sólarradíusar	frá 2 sólarradíusar
length	light-year • ( = 9460730472580.8 km)	n/a	n/a	nominative	{0} ljósár	hér er 21 ljósár	{0} ljósár	hér er 2 ljósár
length	light-year • ( = 9460730472580.8 km)	n/a	n/a	accusative	{0} ljósár	um 21 ljósár	{0} ljósár	um 2 ljósár
length	light-year • ( = 9460730472580.8 km)	n/a	n/a	genitive	{0} ljósár	til 21 ljósár	{0} ljósár	til 2 ljósár
length	light-year • ( = 9460730472580.8 km)	n/a	n/a	dative	{0} ljósár	frá 21 ljósár	{0} ljósár	frá 2 ljósár
length	parsec • ( = ~3.085677581491367E13 km)	n/a	n/a	nominative	{0} parsek	hér er 21 parsek	{0} parsek	hér er 2 parsek
length	parsec • ( = ~3.085677581491367E13 km)	n/a	n/a	accusative	{0} parsek	um 21 parsek	{0} parsek	um 2 parsek
length	parsec • ( = ~3.085677581491367E13 km)	n/a	n/a	genitive	{0} parsek	til 21 parsek	{0} parsek	til 2 parsek
length	parsec • ( = ~3.085677581491367E13 km)	n/a	n/a	dative	{0} parsek	frá 21 parsek	{0} parsek	frá 2 parsek
luminous-flux	lumen	neuter	Eitt lúmen eftir	nominative	{0} lúmen	hér er 21 lúmen	{0} lúmen	hér er 2 lúmen
luminous-flux	lumen	neuter	Eitt lúmen eftir	accusative	{0} lúmen	um 21 lúmen	{0} lúmen	um 2 lúmen
luminous-flux	lumen	neuter	Eitt lúmen eftir	genitive	{0} lúmens	til 21 lúmens	{0} lúmena	til 2 lúmena
