# Grammatical Features
#Locale	ID	Feature	Usage	Values
Tamil	ta	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental, ablative
Tamil	ta	grammaticalCase	units	nominative, accusative, dative, ablative

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} நாள்	<div class='cldr_example'><span class='cldr_substituted'>1</span> நாள்</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> நாள்</div>
Plural	other	{0} நாட்கள்	<div class='cldr_example'><span class='cldr_substituted'>2</span> நாட்கள்</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> நாட்கள்</div>
Case (for measurement units)	nominative	{0} ரூ. 50 மதிப்புடையது	<div class='cldr_example'><span class='cldr_substituted'>2 நாட்கள்</span> ரூ. 50 மதிப்புடையது</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2 நாட்களில்</span> ரூ. 50 மதிப்புடையது</div>
Case (for measurement units)	accusative	… என்பதை {0} … ஆல் பெருக்குதல்	<div class='cldr_example'>… என்பதை <span class='cldr_substituted'>2 நாட்களை</span> … ஆல் பெருக்குதல்</div><div class='cldr_example'>❌  … என்பதை <span class='cldr_substituted'>2 நாட்களில்</span> … ஆல் பெருக்குதல்</div>
Case (for measurement units)	dative	… என்பதற்கு {0} …	<div class='cldr_example'>… என்பதற்கு <span class='cldr_substituted'>2 நாட்களுக்கு</span> …</div><div class='cldr_example'>❌  … என்பதற்கு <span class='cldr_substituted'>2 நாட்களில்</span> …</div>
Case (for measurement units)	ablative	… என்பதிலிருந்து {0} …	<div class='cldr_example'>… என்பதிலிருந்து <span class='cldr_substituted'>2 நாட்களில்</span> …</div><div class='cldr_example'>❌  … என்பதிலிருந்து <span class='cldr_substituted'>2 நாட்களை</span> …</div>

# Unit Case and Gender Info
#Quantity	Unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for other	Case MP + pattern with 2.0
electric-resistance	ohms	ablative	{0} ஓம்-இல்	… என்பதிலிருந்து 1 ஓம்-இல் …	{0} ஓம்ஸில்	… என்பதிலிருந்து 2 ஓம்ஸில் …
energy	joules	nominative	{0} ஜூல்	1 ஜூல் ரூ. 50 மதிப்புடையது	{0} ஜூல்கள்	2 ஜூல்கள் ரூ. 50 மதிப்புடையது
energy	joules	accusative	{0} ஜூல்-ஐ	… என்பதை 1 ஜூல்-ஐ … ஆல் பெருக்குதல்	{0} ஜூல்களை	… என்பதை 2 ஜூல்களை … ஆல் பெருக்குதல்
energy	joules	dative	{0} ஜூல்-க்கு	… என்பதற்கு 1 ஜூல்-க்கு …	{0} ஜூல்களுக்கு	… என்பதற்கு 2 ஜூல்களுக்கு …
energy	joules	ablative	{0} ஜூல்-இல்	… என்பதிலிருந்து 1 ஜூல்-இல் …	{0} ஜூல்களில்	… என்பதிலிருந்து 2 ஜூல்களில் …
energy	newton-meter • ( = 1 J)	nominative	{0} நியூட்டன் மீட்டர்	1 நியூட்டன் மீட்டர் ரூ. 50 மதிப்புடையது	{0} நியூட்டன் மீட்டர்கள்	2 நியூட்டன் மீட்டர்கள் ரூ. 50 மதிப்புடையது
energy	newton-meter • ( = 1 J)	accusative	{0} நியூட்டன் மீட்டரை	… என்பதை 1 நியூட்டன் மீட்டரை … ஆல் பெருக்குதல்	{0} நியூட்டன் மீட்டர்களை	… என்பதை 2 நியூட்டன் மீட்டர்களை … ஆல் பெருக்குதல்
energy	newton-meter • ( = 1 J)	dative	{0} நியூட்டன் மீட்டருக்கு	… என்பதற்கு 1 நியூட்டன் மீட்டருக்கு …	{0} நியூட்டன் மீட்டர்களுக்கு	… என்பதற்கு 2 நியூட்டன் மீட்டர்களுக்கு …
energy	newton-meter • ( = 1 J)	ablative	{0} நியூட்டன் மீட்டரில்	… என்பதிலிருந்து 1 நியூட்டன் மீட்டரில் …	{0} நியூட்டன் மீட்டர்களில்	… என்பதிலிருந்து 2 நியூட்டன் மீட்டர்களில் …
energy	pound-force-foot • ( = 1.3558179483314004 J)	nominative	{0} பவுண்ட்-விசை-அடி	1 பவுண்ட்-விசை-அடி ரூ. 50 மதிப்புடையது	{0} பவுண்ட்-விசை-அடி	2 பவுண்ட்-விசை-அடி ரூ. 50 மதிப்புடையது
energy	pound-force-foot • ( = 1.3558179483314004 J)	accusative	{0} பவுண்ட்-விசை-அடி	… என்பதை 1 பவுண்ட்-விசை-அடி … ஆல் பெருக்குதல்	{0} பவுண்ட்-விசை-அடி	… என்பதை 2 பவுண்ட்-விசை-அடி … ஆல் பெருக்குதல்
energy	pound-force-foot • ( = 1.3558179483314004 J)	dative	{0} பவுண்ட்-விசை-அடி	… என்பதற்கு 1 பவுண்ட்-விசை-அடி …	{0} பவுண்ட்-விசை-அடி	… என்பதற்கு 2 பவுண்ட்-விசை-அடி …
energy	pound-force-foot • ( = 1.3558179483314004 J)	ablative	{0} பவுண்ட்-விசை-அடி	… என்பதிலிருந்து 1 பவுண்ட்-விசை-அடி …	{0} பவுண்ட்-விசை-அடி	… என்பதிலிருந்து 2 பவுண்ட்-விசை-அடி …
energy	calorie • ( = 4.184 J)	nominative	{0} கலோரி	1 கலோரி ரூ. 50 மதிப்புடையது	{0} கலோரிகள்	2 கலோரிகள் ரூ. 50 மதிப்புடையது
energy	calorie • ( = 4.184 J)	accusative	{0} கலோரியை	… என்பதை 1 கலோரியை … ஆல் பெருக்குதல்	{0} கலோரிகளை	… என்பதை 2 கலோரிகளை … ஆல் பெருக்குதல்
energy	calorie • ( = 4.184 J)	dative	{0} கலோரிக்கு	… என்பதற்கு 1 கலோரிக்கு …	{0} கலோரிகளுக்கு	… என்பதற்கு 2 கலோரிகளுக்கு …
energy	calorie • ( = 4.184 J)	ablative	{0} கலோரியில்	… என்பதிலிருந்து 1 கலோரியில் …	{0} கலோரிகளில்	… என்பதிலிருந்து 2 கலோரிகளில் …
energy	kilojoules	nominative	{0} கிலோஜூல்	1 கிலோஜூல் ரூ. 50 மதிப்புடையது	{0} கிலோஜூல்கள்	2 கிலோஜூல்கள் ரூ. 50 மதிப்புடையது
energy	kilojoules	accusative	{0} கிலோஜூலை	… என்பதை 1 கிலோஜூலை … ஆல் பெருக்குதல்	{0} கிலோஜூல்களை	… என்பதை 2 கிலோஜூல்களை … ஆல் பெருக்குதல்
energy	kilojoules	dative	{0} கிலோஜூலுக்கு	… என்பதற்கு 1 கிலோஜூலுக்கு …	{0} கிலோஜூல்களுக்கு	… என்பதற்கு 2 கிலோஜூல்களுக்கு …
energy	kilojoules	ablative	{0} கிலோஜூலில்	… என்பதிலிருந்து 1 கிலோஜூலில் …	{0} கிலோஜூல்களில்	… என்பதிலிருந்து 2 கிலோஜூல்களில் …
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	nominative	{0} பிரிட்டிஷ் வெப்ப அலகு	1 பிரிட்டிஷ் வெப்ப அலகு ரூ. 50 மதிப்புடையது	{0} பிரிட்டிஷ் வெப்ப அலகுகள்	2 பிரிட்டிஷ் வெப்ப அலகுகள் ரூ. 50 மதிப்புடையது
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	accusative	{0} பிரிட்டிஷ் வெப்ப அலகு	… என்பதை 1 பிரிட்டிஷ் வெப்ப அலகு … ஆல் பெருக்குதல்	{0} பிரிட்டிஷ் வெப்ப அலகுகள்	… என்பதை 2 பிரிட்டிஷ் வெப்ப அலகுகள் … ஆல் பெருக்குதல்
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	dative	{0} பிரிட்டிஷ் வெப்ப அலகு	… என்பதற்கு 1 பிரிட்டிஷ் வெப்ப அலகு …	{0} பிரிட்டிஷ் வெப்ப அலகுகள்	… என்பதற்கு 2 பிரிட்டிஷ் வெப்ப அலகுகள் …
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	ablative	{0} பிரிட்டிஷ் வெப்ப அலகு	… என்பதிலிருந்து 1 பிரிட்டிஷ் வெப்ப அலகு …	{0} பிரிட்டிஷ் வெப்ப அலகுகள்	… என்பதிலிருந்து 2 பிரிட்டிஷ் வெப்ப அலகுகள் …
energy	foodcalorie • ( = 4.184 kJ)	nominative	{0} கலோரி	1 கலோரி ரூ. 50 மதிப்புடையது	{0} கலோரிகள்	2 கலோரிகள் ரூ. 50 மதிப்புடையது
energy	foodcalorie • ( = 4.184 kJ)	accusative	{0} கலோரி	… என்பதை 1 கலோரி … ஆல் பெருக்குதல்	{0} கலோரிகள்	… என்பதை 2 கலோரிகள் … ஆல் பெருக்குதல்
energy	foodcalorie • ( = 4.184 kJ)	dative	{0} கலோரி	… என்பதற்கு 1 கலோரி …	{0} கலோரிகள்	… என்பதற்கு 2 கலோரிகள் …
energy	foodcalorie • ( = 4.184 kJ)	ablative	{0} கலோரி	… என்பதிலிருந்து 1 கலோரி …	{0} கலோரிகள்	… என்பதிலிருந்து 2 கலோரிகள் …
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	nominative	{0} கிலோவாட் மணிநேரம்	1 கிலோவாட் மணிநேரம் ரூ. 50 மதிப்புடையது	{0} கிலோவாட் மணிநேரம்	2 கிலோவாட் மணிநேரம் ரூ. 50 மதிப்புடையது
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	accusative	{0} கிலோவாட் மணிநேரத்தை	… என்பதை 1 கிலோவாட் மணிநேரத்தை … ஆல் பெருக்குதல்	{0} கிலோவாட் மணிநேரத்தை	… என்பதை 2 கிலோவாட் மணிநேரத்தை … ஆல் பெருக்குதல்
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	dative	{0} கிலோவாட் மணிநேரத்திற்கு	… என்பதற்கு 1 கிலோவாட் மணிநேரத்திற்கு …	{0} கிலோவாட் மணிநேரத்திற்கு	… என்பதற்கு 2 கிலோவாட் மணிநேரத்திற்கு …
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	ablative	{0} கிலோவாட் மணிநேரத்தில்	… என்பதிலிருந்து 1 கிலோவாட் மணிநேரத்தில் …	{0} கிலோவாட் மணிநேரத்தில்	… என்பதிலிருந்து 2 கிலோவாட் மணிநேரத்தில் …
energy	therm-us • ( = 105480.4 kJ)	nominative	{0} அமெரிக்க வெப்ப அலகு	1 அமெரிக்க வெப்ப அலகு ரூ. 50 மதிப்புடையது	{0} அமெரிக்க வெப்ப அலகுகள்	2 அமெரிக்க வெப்ப அலகுகள் ரூ. 50 மதிப்புடையது
energy	therm-us • ( = 105480.4 kJ)	accusative	{0} அமெரிக்க வெப்ப அலகு	… என்பதை 1 அமெரிக்க வெப்ப அலகு … ஆல் பெருக்குதல்	{0} அமெரிக்க வெப்ப அலகுகள்	… என்பதை 2 அமெரிக்க வெப்ப அலகுகள் … ஆல் பெருக்குதல்
energy	therm-us • ( = 105480.4 kJ)	dative	{0} அமெரிக்க வெப்ப அலகு	… என்பதற்கு 1 அமெரிக்க வெப்ப அலகு …	{0} அமெரிக்க வெப்ப அலகுகள்	… என்பதற்கு 2 அமெரிக்க வெப்ப அலகுகள் …
energy	therm-us • ( = 105480.4 kJ)	ablative	{0} அமெரிக்க வெப்ப அலகு	… என்பதிலிருந்து 1 அமெரிக்க வெப்ப அலகு …	{0} அமெரிக்க வெப்ப அலகுகள்	… என்பதிலிருந்து 2 அமெரிக்க வெப்ப அலகுகள் …
force	newtons	nominative	{0} நியூட்டன்	1 நியூட்டன் ரூ. 50 மதிப்புடையது	{0} நியூட்டன்ஸ்	2 நியூட்டன்ஸ் ரூ. 50 மதிப்புடையது
force	newtons	accusative	{0} நியூட்டனை	… என்பதை 1 நியூட்டனை … ஆல் பெருக்குதல்	{0} நியூட்டன்ஸை	… என்பதை 2 நியூட்டன்ஸை … ஆல் பெருக்குதல்
force	newtons	dative	{0} நியூட்டனுக்கு	… என்பதற்கு 1 நியூட்டனுக்கு …	{0} நியூட்டன்ஸுக்கு	… என்பதற்கு 2 நியூட்டன்ஸுக்கு …
force	newtons	ablative	{0} நியூட்டனில்	… என்பதிலிருந்து 1 நியூட்டனில் …	{0} நியூட்டன்ஸில்	… என்பதிலிருந்து 2 நியூட்டன்ஸில் …
force	pound-force • ( = 4.4482216152605 N)	nominative	{0} பவுண்ட் விசை	1 பவுண்ட் விசை ரூ. 50 மதிப்புடையது	{0} பவுண்ட் விசை	2 பவுண்ட் விசை ரூ. 50 மதிப்புடையது
force	pound-force • ( = 4.4482216152605 N)	accusative	{0} பவுண்ட் விசை	… என்பதை 1 பவுண்ட் விசை … ஆல் பெருக்குதல்	{0} பவுண்ட் விசை	… என்பதை 2 பவுண்ட் விசை … ஆல் பெருக்குதல்
force	pound-force • ( = 4.4482216152605 N)	dative	{0} பவுண்ட் விசை	… என்பதற்கு 1 பவுண்ட் விசை …	{0} பவுண்ட் விசை	… என்பதற்கு 2 பவுண்ட் விசை …
force	pound-force • ( = 4.4482216152605 N)	ablative	{0} பவுண்ட் விசை	… என்பதிலிருந்து 1 பவுண்ட் விசை …	{0} பவுண்ட் விசை	… என்பதிலிருந்து 2 பவுண்ட் விசை …
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	nominative	{0} கிலோவாட்-மணிநேரம்/100 கிலோமீட்டர்	1 கிலோவாட்-மணிநேரம்/100 கிலோமீட்டர் ரூ. 50 மதிப்புடையது	{0} கிலோவாட்-மணிநேரம்/100 கிலோமீட்டர்	2 கிலோவாட்-மணிநேரம்/100 கிலோமீட்டர் ரூ. 50 மதிப்புடையது
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	accusative	{0} கிலோவாட்-மணிநேரம்/100 கிலோமீட்டரை	… என்பதை 1 கிலோவாட்-மணிநேரம்/100 கிலோமீட்டரை … ஆல் பெருக்குதல்	{0} கிலோவாட்-மணிநேரம்/100 கிலோமீட்டரை	… என்பதை 2 கிலோவாட்-மணிநேரம்/100 கிலோமீட்டரை … ஆல் பெருக்குதல்
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	dative	{0} கிலோவாட்-மணிநேரம்/100 கிலோமீட்டருக்கு	… என்பதற்கு 1 கிலோவாட்-மணிநேரம்/100 கிலோமீட்டருக்கு …	{0} கிலோவாட்-மணிநேரம்/100 கிலோமீட்டருக்கு	… என்பதற்கு 2 கிலோவாட்-மணிநேரம்/100 கிலோமீட்டருக்கு …
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	ablative	{0} கிலோவாட்-மணிநேரம்/100 கிலோமீட்டரில்	… என்பதிலிருந்து 1 கிலோவாட்-மணிநேரம்/100 கிலோமீட்டரில் …	{0} கிலோவாட்-மணிநேரம்/100 கிலோமீட்டரில்	… என்பதிலிருந்து 2 கிலோவாட்-மணிநேரம்/100 கிலோமீட்டரில் …
frequency	hertz	nominative	{0} ஹெர்ட்ஸ்	1 ஹெர்ட்ஸ் ரூ. 50 மதிப்புடையது	{0} ஹெர்ட்ஸ்	2 ஹெர்ட்ஸ் ரூ. 50 மதிப்புடையது
frequency	hertz	accusative	{0} ஹெர்ட்ஸை	… என்பதை 1 ஹெர்ட்ஸை … ஆல் பெருக்குதல்	{0} ஹெர்ட்ஸை	… என்பதை 2 ஹெர்ட்ஸை … ஆல் பெருக்குதல்
frequency	hertz	dative	{0} ஹெர்ட்ஸுக்கு	… என்பதற்கு 1 ஹெர்ட்ஸுக்கு …	{0} ஹெர்ட்ஸுக்கு	… என்பதற்கு 2 ஹெர்ட்ஸுக்கு …
frequency	hertz	ablative	{0} ஹெர்ட்ஸில்	… என்பதிலிருந்து 1 ஹெர்ட்ஸில் …	{0} ஹெர்ட்ஸில்	… என்பதிலிருந்து 2 ஹெர்ட்ஸில் …
frequency	kilohertz	nominative	{0} கிலோஹெர்ட்ஸ்	1 கிலோஹெர்ட்ஸ் ரூ. 50 மதிப்புடையது	{0} கிலோஹெர்ட்ஸ்	2 கிலோஹெர்ட்ஸ் ரூ. 50 மதிப்புடையது
frequency	kilohertz	accusative	{0} கிலோஹெர்ட்ஸை	… என்பதை 1 கிலோஹெர்ட்ஸை … ஆல் பெருக்குதல்	{0} கிலோஹெர்ட்ஸை	… என்பதை 2 கிலோஹெர்ட்ஸை … ஆல் பெருக்குதல்
frequency	kilohertz	dative	{0} கிலோஹெர்ட்ஸுக்கு	… என்பதற்கு 1 கிலோஹெர்ட்ஸுக்கு …	{0} கிலோஹெர்ட்ஸுக்கு	… என்பதற்கு 2 கிலோஹெர்ட்ஸுக்கு …
frequency	kilohertz	ablative	{0} கிலோஹெர்ட்ஸில்	… என்பதிலிருந்து 1 கிலோஹெர்ட்ஸில் …	{0} கிலோஹெர்ட்ஸில்	… என்பதிலிருந்து 2 கிலோஹெர்ட்ஸில் …
frequency	megahertz	nominative	{0} மெகாஹெர்ட்ஸ்	1 மெகாஹெர்ட்ஸ் ரூ. 50 மதிப்புடையது	{0} மெகாஹெர்ட்ஸ்	2 மெகாஹெர்ட்ஸ் ரூ. 50 மதிப்புடையது
frequency	megahertz	accusative	{0} மெகாஹெர்ட்ஸை	… என்பதை 1 மெகாஹெர்ட்ஸை … ஆல் பெருக்குதல்	{0} மெகாஹெர்ட்ஸை	… என்பதை 2 மெகாஹெர்ட்ஸை … ஆல் பெருக்குதல்
frequency	megahertz	dative	{0} மெகாஹெர்ட்ஸுக்கு	… என்பதற்கு 1 மெகாஹெர்ட்ஸுக்கு …	{0} மெகாஹெர்ட்ஸுக்கு	… என்பதற்கு 2 மெகாஹெர்ட்ஸுக்கு …
frequency	megahertz	ablative	{0} மெகாஹெர்ட்ஸில்	… என்பதிலிருந்து 1 மெகாஹெர்ட்ஸில் …	{0} மெகாஹெர்ட்ஸில்	… என்பதிலிருந்து 2 மெகாஹெர்ட்ஸில் …
frequency	gigahertz	nominative	{0} கிகாஹெர்ட்ஸ்	1 கிகாஹெர்ட்ஸ் ரூ. 50 மதிப்புடையது	{0} கிகாஹெர்ட்ஸ்	2 கிகாஹெர்ட்ஸ் ரூ. 50 மதிப்புடையது
frequency	gigahertz	accusative	{0} கிகாஹெர்ட்ஸை	… என்பதை 1 கிகாஹெர்ட்ஸை … ஆல் பெருக்குதல்	{0} கிகாஹெர்ட்ஸை	… என்பதை 2 கிகாஹெர்ட்ஸை … ஆல் பெருக்குதல்
frequency	gigahertz	dative	{0} கிகாஹெர்ட்ஸுக்கு	… என்பதற்கு 1 கிகாஹெர்ட்ஸுக்கு …	{0} கிகாஹெர்ட்ஸுக்கு	… என்பதற்கு 2 கிகாஹெர்ட்ஸுக்கு …
frequency	gigahertz	ablative	{0} கிகாஹெர்ட்ஸில்	… என்பதிலிருந்து 1 கிகாஹெர்ட்ஸில் …	{0} கிகாஹெர்ட்ஸில்	… என்பதிலிருந்து 2 கிகாஹெர்ட்ஸில் …
graphics	pixel • ( = 1 dot)	nominative	{0} பிக்சல்	1 பிக்சல் ரூ. 50 மதிப்புடையது	{0} பிக்சல்கள்	2 பிக்சல்கள் ரூ. 50 மதிப்புடையது
graphics	pixel • ( = 1 dot)	accusative	{0} பிக்சலை	… என்பதை 1 பிக்சலை … ஆல் பெருக்குதல்	{0} பிக்சல்களை	… என்பதை 2 பிக்சல்களை … ஆல் பெருக்குதல்
graphics	pixel • ( = 1 dot)	dative	{0} பிக்சலுக்கு	… என்பதற்கு 1 பிக்சலுக்கு …	{0} பிக்சல்களுக்கு	… என்பதற்கு 2 பிக்சல்களுக்கு …
graphics	pixel • ( = 1 dot)	ablative	{0} பிக்சலில்	… என்பதிலிருந்து 1 பிக்சலில் …	{0} பிக்சல்களில்	… என்பதிலிருந்து 2 பிக்சல்களில் …
graphics	megapixels	nominative	{0} மெகாபிக்சல்	1 மெகாபிக்சல் ரூ. 50 மதிப்புடையது	{0} மெகாபிக்சல்கள்	2 மெகாபிக்சல்கள் ரூ. 50 மதிப்புடையது
graphics	megapixels	accusative	{0} மெகாபிக்சலை	… என்பதை 1 மெகாபிக்சலை … ஆல் பெருக்குதல்	{0} மெகாபிக்சல்களை	… என்பதை 2 மெகாபிக்சல்களை … ஆல் பெருக்குதல்
graphics	megapixels	dative	{0} மெகாபிக்சலுக்கு	… என்பதற்கு 1 மெகாபிக்சலுக்கு …	{0} மெகாபிக்சல்களுக்கு	… என்பதற்கு 2 மெகாபிக்சல்களுக்கு …
graphics	megapixels	ablative	{0} மெகாபிக்சலில்	… என்பதிலிருந்து 1 மெகாபிக்சலில் …	{0} மெகாபிக்சல்களில்	… என்பதிலிருந்து 2 மெகாபிக்சல்களில் …
illuminance	lux	nominative	{0} லக்ஸ்	1 லக்ஸ் ரூ. 50 மதிப்புடையது	{0} லக்ஸ்	2 லக்ஸ் ரூ. 50 மதிப்புடையது
illuminance	lux	accusative	{0} லக்ஸை	… என்பதை 1 லக்ஸை … ஆல் பெருக்குதல்	{0} லக்ஸை	… என்பதை 2 லக்ஸை … ஆல் பெருக்குதல்
illuminance	lux	dative	{0} லக்ஸுக்கு	… என்பதற்கு 1 லக்ஸுக்கு …	{0} லக்ஸுக்கு	… என்பதற்கு 2 லக்ஸுக்கு …
illuminance	lux	ablative	{0} லக்ஸில்	… என்பதிலிருந்து 1 லக்ஸில் …	{0} லக்ஸில்	… என்பதிலிருந்து 2 லக்ஸில் …
length	picometers	nominative	{0} பைக்கோமீட்டர்	1 பைக்கோமீட்டர் ரூ. 50 மதிப்புடையது	{0} பைக்கோமீட்டர்கள்	2 பைக்கோமீட்டர்கள் ரூ. 50 மதிப்புடையது
length	picometers	accusative	{0} பைக்கோமீட்டரை	… என்பதை 1 பைக்கோமீட்டரை … ஆல் பெருக்குதல்	{0} பைக்கோமீட்டர்களை	… என்பதை 2 பைக்கோமீட்டர்களை … ஆல் பெருக்குதல்
length	picometers	dative	{0} பைக்கோமீட்டருக்கு	… என்பதற்கு 1 பைக்கோமீட்டருக்கு …	{0} பைக்கோமீட்டர்களுக்கு	… என்பதற்கு 2 பைக்கோமீட்டர்களுக்கு …
length	picometers	ablative	{0} பைக்கோமீட்டரில்	… என்பதிலிருந்து 1 பைக்கோமீட்டரில் …	{0} பைக்கோமீட்டர்களில்	… என்பதிலிருந்து 2 பைக்கோமீட்டர்களில் …
length	nanometers	nominative	{0} நானோமீட்டர்	1 நானோமீட்டர் ரூ. 50 மதிப்புடையது	{0} நானோமீட்டர்கள்	2 நானோமீட்டர்கள் ரூ. 50 மதிப்புடையது
length	nanometers	accusative	{0} நானோமீட்டரை	… என்பதை 1 நானோமீட்டரை … ஆல் பெருக்குதல்	{0} நானோமீட்டர்களை	… என்பதை 2 நானோமீட்டர்களை … ஆல் பெருக்குதல்
length	nanometers	dative	{0} நானோமீட்டருக்கு	… என்பதற்கு 1 நானோமீட்டருக்கு …	{0} நானோமீட்டர்களுக்கு	… என்பதற்கு 2 நானோமீட்டர்களுக்கு …
length	nanometers	ablative	{0} நானோமீட்டரில்	… என்பதிலிருந்து 1 நானோமீட்டரில் …	{0} நானோமீட்டர்களில்	… என்பதிலிருந்து 2 நானோமீட்டர்களில் …
length	micrometers	nominative	{0} மைக்ரோமீட்டர்	1 மைக்ரோமீட்டர் ரூ. 50 மதிப்புடையது	{0} மைக்ரோமீட்டர்கள்	2 மைக்ரோமீட்டர்கள் ரூ. 50 மதிப்புடையது
length	micrometers	accusative	{0} மைக்ரோமீட்டரை	… என்பதை 1 மைக்ரோமீட்டரை … ஆல் பெருக்குதல்	{0} மைக்ரோமீட்டர்களை	… என்பதை 2 மைக்ரோமீட்டர்களை … ஆல் பெருக்குதல்
length	micrometers	dative	{0} மைக்ரோமீட்டருக்கு	… என்பதற்கு 1 மைக்ரோமீட்டருக்கு …	{0} மைக்ரோமீட்டர்களுக்கு	… என்பதற்கு 2 மைக்ரோமீட்டர்களுக்கு …
length	micrometers	ablative	{0} மைக்ரோமீட்டரில்	… என்பதிலிருந்து 1 மைக்ரோமீட்டரில் …	{0} மைக்ரோமீட்டர்களில்	… என்பதிலிருந்து 2 மைக்ரோமீட்டர்களில் …
length	point • ( = 352.˙7 μm)	nominative	{0} அச்சுப் புள்ளி	1 அச்சுப் புள்ளி ரூ. 50 மதிப்புடையது	{0} அச்சுப் புள்ளிகள்	2 அச்சுப் புள்ளிகள் ரூ. 50 மதிப்புடையது
length	point • ( = 352.˙7 μm)	accusative	{0} அச்சுப் புள்ளி	… என்பதை 1 அச்சுப் புள்ளி … ஆல் பெருக்குதல்	{0} அச்சுப் புள்ளிகள்	… என்பதை 2 அச்சுப் புள்ளிகள் … ஆல் பெருக்குதல்
length	point • ( = 352.˙7 μm)	dative	{0} அச்சுப் புள்ளி	… என்பதற்கு 1 அச்சுப் புள்ளி …	{0} அச்சுப் புள்ளிகள்	… என்பதற்கு 2 அச்சுப் புள்ளிகள் …
length	point • ( = 352.˙7 μm)	ablative	{0} அச்சுப் புள்ளி	… என்பதிலிருந்து 1 அச்சுப் புள்ளி …	{0} அச்சுப் புள்ளிகள்	… என்பதிலிருந்து 2 அச்சுப் புள்ளிகள் …
length	millimeters	nominative	{0} மில்லிமீட்டர்	1 மில்லிமீட்டர் ரூ. 50 மதிப்புடையது	{0} மில்லிமீட்டர்கள்	2 மில்லிமீட்டர்கள் ரூ. 50 மதிப்புடையது
length	millimeters	accusative	{0} மில்லிமீட்டரை	… என்பதை 1 மில்லிமீட்டரை … ஆல் பெருக்குதல்	{0} மில்லிமீட்டர்களை	… என்பதை 2 மில்லிமீட்டர்களை … ஆல் பெருக்குதல்
length	millimeters	dative	{0} மில்லிமீட்டருக்கு	… என்பதற்கு 1 மில்லிமீட்டருக்கு …	{0} மில்லிமீட்டர்களுக்கு	… என்பதற்கு 2 மில்லிமீட்டர்களுக்கு …
length	millimeters	ablative	{0} மில்லிமீட்டரில்	… என்பதிலிருந்து 1 மில்லிமீட்டரில் …	{0} மில்லிமீட்டர்களில்	… என்பதிலிருந்து 2 மில்லிமீட்டர்களில் …
length	centimeters	nominative	{0} சென்டிமீட்டர்	1 சென்டிமீட்டர் ரூ. 50 மதிப்புடையது	{0} சென்டிமீட்டர்கள்	2 சென்டிமீட்டர்கள் ரூ. 50 மதிப்புடையது
length	centimeters	accusative	{0} சென்டிமீட்டரை	… என்பதை 1 சென்டிமீட்டரை … ஆல் பெருக்குதல்	{0} சென்டிமீட்டர்களை	… என்பதை 2 சென்டிமீட்டர்களை … ஆல் பெருக்குதல்
length	centimeters	dative	{0} சென்டிமீட்டருக்கு	… என்பதற்கு 1 சென்டிமீட்டருக்கு …	{0} சென்டிமீட்டர்களுக்கு	… என்பதற்கு 2 சென்டிமீட்டர்களுக்கு …
length	centimeters	ablative	{0} சென்டிமீட்டரில்	… என்பதிலிருந்து 1 சென்டிமீட்டரில் …	{0} சென்டிமீட்டர்களில்	… என்பதிலிருந்து 2 சென்டிமீட்டர்களில் …
length	inch • ( = 2.54 cm)	nominative	{0} அங்குலம்	1 அங்குலம் ரூ. 50 மதிப்புடையது	{0} அங்குலங்கள்	2 அங்குலங்கள் ரூ. 50 மதிப்புடையது
length	inch • ( = 2.54 cm)	accusative	{0} அங்குலம்	… என்பதை 1 அங்குலம் … ஆல் பெருக்குதல்	{0} அங்குலங்கள்	… என்பதை 2 அங்குலங்கள் … ஆல் பெருக்குதல்
length	inch • ( = 2.54 cm)	dative	{0} அங்குலம்	… என்பதற்கு 1 அங்குலம் …	{0} அங்குலங்கள்	… என்பதற்கு 2 அங்குலங்கள் …
length	inch • ( = 2.54 cm)	ablative	{0} அங்குலம்	… என்பதிலிருந்து 1 அங்குலம் …	{0} அங்குலங்கள்	… என்பதிலிருந்து 2 அங்குலங்கள் …
